league_name,club_name,year,total_fee_in,mean_fee_in,mean_age_in,total_fee_in_GK,mean_fee_in_GK,mean_age_in_GK,count_GK_in,total_fee_in_DEF,mean_fee_in_DEF,mean_age_in_DEF,count_DEF_in,total_fee_in_MID,mean_fee_in_MID,mean_age_in_MID,count_MID_in,total_fee_in_STK,mean_fee_in_STK,mean_age_in_STK,count_STK_in,total_fee_out,mean_fee_out,mean_age_out,total_fee_out_GK,mean_fee_out_GK,mean_age_out_GK,count_GK_out,total_fee_out_DEF,mean_fee_out_DEF,mean_age_out_DEF,count_DEF_out,total_fee_out_MID,mean_fee_out_MID,mean_age_out_MID,count_MID_out,total_fee_out_STK,mean_fee_out_STK,mean_age_out_STK,count_STK_out,total_fee_in_1_years_future,mean_fee_in_1_years_future,mean_age_in_1_years_future,total_fee_in_GK_1_years_future,mean_fee_in_GK_1_years_future,mean_age_in_GK_1_years_future,count_GK_in_1_years_future,total_fee_in_DEF_1_years_future,mean_fee_in_DEF_1_years_future,mean_age_in_DEF_1_years_future,count_DEF_in_1_years_future,total_fee_in_MID_1_years_future,mean_fee_in_MID_1_years_future,mean_age_in_MID_1_years_future,count_MID_in_1_years_future,total_fee_in_STK_1_years_future,mean_fee_in_STK_1_years_future,mean_age_in_STK_1_years_future,count_STK_in_1_years_future,total_fee_out_1_years_future,mean_fee_out_1_years_future,mean_age_out_1_years_future,total_fee_out_GK_1_years_future,mean_fee_out_GK_1_years_future,mean_age_out_GK_1_years_future,count_GK_out_1_years_future,total_fee_out_DEF_1_years_future,mean_fee_out_DEF_1_years_future,mean_age_out_DEF_1_years_future,count_DEF_out_1_years_future,total_fee_out_MID_1_years_future,mean_fee_out_MID_1_years_future,mean_age_out_MID_1_years_future,count_MID_out_1_years_future,total_fee_out_STK_1_years_future,mean_fee_out_STK_1_years_future,mean_age_out_STK_1_years_future,count_STK_out_1_years_future,total_fee_in_2_years_future,mean_fee_in_2_years_future,mean_age_in_2_years_future,total_fee_in_GK_2_years_future,mean_fee_in_GK_2_years_future,mean_age_in_GK_2_years_future,count_GK_in_2_years_future,total_fee_in_DEF_2_years_future,mean_fee_in_DEF_2_years_future,mean_age_in_DEF_2_years_future,count_DEF_in_2_years_future,total_fee_in_MID_2_years_future,mean_fee_in_MID_2_years_future,mean_age_in_MID_2_years_future,count_MID_in_2_years_future,total_fee_in_STK_2_years_future,mean_fee_in_STK_2_years_future,mean_age_in_STK_2_years_future,count_STK_in_2_years_future,total_fee_out_2_years_future,mean_fee_out_2_years_future,mean_age_out_2_years_future,total_fee_out_GK_2_years_future,mean_fee_out_GK_2_years_future,mean_age_out_GK_2_years_future,count_GK_out_2_years_future,total_fee_out_DEF_2_years_future,mean_fee_out_DEF_2_years_future,mean_age_out_DEF_2_years_future,count_DEF_out_2_years_future,total_fee_out_MID_2_years_future,mean_fee_out_MID_2_years_future,mean_age_out_MID_2_years_future,count_MID_out_2_years_future,total_fee_out_STK_2_years_future,mean_fee_out_STK_2_years_future,mean_age_out_STK_2_years_future,count_STK_out_2_years_future,total_fee_in_3_years_future,mean_fee_in_3_years_future,mean_age_in_3_years_future,total_fee_in_GK_3_years_future,mean_fee_in_GK_3_years_future,mean_age_in_GK_3_years_future,count_GK_in_3_years_future,total_fee_in_DEF_3_years_future,mean_fee_in_DEF_3_years_future,mean_age_in_DEF_3_years_future,count_DEF_in_3_years_future,total_fee_in_MID_3_years_future,mean_fee_in_MID_3_years_future,mean_age_in_MID_3_years_future,count_MID_in_3_years_future,total_fee_in_STK_3_years_future,mean_fee_in_STK_3_years_future,mean_age_in_STK_3_years_future,count_STK_in_3_years_future,total_fee_out_3_years_future,mean_fee_out_3_years_future,mean_age_out_3_years_future,total_fee_out_GK_3_years_future,mean_fee_out_GK_3_years_future,mean_age_out_GK_3_years_future,count_GK_out_3_years_future,total_fee_out_DEF_3_years_future,mean_fee_out_DEF_3_years_future,mean_age_out_DEF_3_years_future,count_DEF_out_3_years_future,total_fee_out_MID_3_years_future,mean_fee_out_MID_3_years_future,mean_age_out_MID_3_years_future,count_MID_out_3_years_future,total_fee_out_STK_3_years_future,mean_fee_out_STK_3_years_future,mean_age_out_STK_3_years_future,count_STK_out_3_years_future,Rk,W,D,L,GF,GA,GD,Pts/MP,PF,PF_1_years_future,Rk_1_years_future,W_1_years_future,D_1_years_future,L_1_years_future,GF_1_years_future,GA_1_years_future,GD_1_years_future,Pts/MP_1_years_future,PF_2_years_future,Rk_2_years_future,W_2_years_future,D_2_years_future,L_2_years_future,GF_2_years_future,GA_2_years_future,GD_2_years_future,Pts/MP_2_years_future,PF_next_3_years
Serie A,Parma Calcio 1913,2009,27.471,2.747,24.6,3.6,3.6,25.0,1,6.371,1.593,24.25,4,15.0,3.75,25.75,4,2.5,2.5,21.0,1,30.964,3.096,26.2,0.0,0.0,0.0,0,0.964,0.482,21.0,2,19.5,3.9,27.0,5,10.5,3.5,28.333,3,30.7,2.193,23.5,0.0,0.0,0.0,0,12.6,2.52,24.6,5,8.6,2.15,22.0,4,9.5,1.9,23.6,5,18.656,1.435,23.769,0.0,0.0,0.0,0,7.7,1.54,24.2,5,1.175,0.588,29.0,2,9.781,1.63,21.667,6,11.21,1.019,24.273,0.0,0.0,0.0,0,1.25,0.312,23.25,4,1.5,1.5,30.0,1,8.46,1.41,24.0,6,31.0,2.214,25.143,0.0,0.0,0.0,0,7.55,0.944,27.5,8,12.0,4.0,22.333,3,11.45,3.817,21.667,3,29.95,1.664,22.722,3.4,3.4,21.0,1,5.65,0.942,23.333,6,6.95,1.158,21.833,6,12.15,3.038,21.5,4,19.55,3.258,26.667,1.2,1.2,23.0,1,3.0,3.0,31.0,1,4.35,1.45,27.0,3,11.0,11.0,25.0,1,8,14,10,14,46,51,-5,1.37,1,1,12,11,13,14,39,47,-8,1.21,1,8,15,11,12,54,53,1,1.47,1
Serie A,SS Lazio,2009,31.2,4.457,27.571,0.0,0.0,0.0,0,3.9,1.3,29.0,3,6.55,3.275,28.0,2,20.75,10.375,25.0,2,13.2,2.64,26.0,1.0,1.0,25.0,1,12.2,3.05,26.25,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,29.5,5.9,26.4,0.0,0.0,0.0,0,2.5,2.5,25.0,1,15.5,7.75,25.0,2,11.5,5.75,28.5,2,27.035,5.407,25.2,0.475,0.475,26.0,1,26.36,8.787,26.667,3,0.2,0.2,20.0,1,0.0,0.0,0.0,0,22.84,2.855,26.625,5.2,5.2,28.0,1,4.8,2.4,28.0,2,4.55,1.517,25.667,3,8.29,4.145,26.0,2,26.38,3.769,26.714,6.75,6.75,25.0,1,10.13,5.065,24.0,2,0.3,0.3,31.0,1,9.2,3.067,27.667,3,1.53,0.765,25.0,0.0,0.0,0.0,0,1.5,1.5,28.0,1,0.03,0.03,22.0,1,0.0,0.0,0.0,0,0.95,0.238,29.25,0.25,0.25,28.0,1,0.25,0.25,34.0,1,0.0,0.0,0.0,0,0.45,0.225,27.5,2,12,11,13,14,39,43,-4,1.21,1,0,5,20,6,12,55,39,16,1.74,0,4,18,8,12,56,47,9,1.63,1
Serie A,Bologna FC 1909,2009,10.47,1.163,26.222,3.55,1.775,24.0,2,0.94,0.313,25.333,3,5.88,1.96,29.667,3,0.1,0.1,23.0,1,6.2,1.24,28.4,0.0,0.0,0.0,0,2.5,2.5,25.0,1,3.2,1.067,31.333,3,0.5,0.5,23.0,1,22.51,1.608,22.857,0.0,0.0,0.0,0,5.45,1.817,25.0,3,10.66,1.777,22.333,6,6.4,1.28,22.2,5,8.2,2.733,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6,0.6,23.0,1,7.6,3.8,24.5,2,20.783,1.484,23.929,2.523,0.841,26.0,3,4.95,0.99,23.4,5,9.66,3.22,25.0,3,3.65,1.217,21.667,3,20.8,3.467,22.667,4.1,4.1,25.0,1,10.5,5.25,23.0,2,4.7,2.35,22.0,2,1.5,1.5,21.0,1,10.285,1.143,24.0,0.0,0.0,0.0,0,1.605,0.535,21.667,3,4.13,1.032,24.25,4,4.55,2.275,27.0,2,17.95,5.983,28.0,2.0,2.0,33.0,1,0.0,0.0,0.0,0,15.95,7.975,25.5,2,0.0,0.0,0.0,0,17,10,12,16,42,55,-13,1.11,2,2,16,11,12,15,35,52,-17,1.11,1,9,13,12,13,41,43,-2,1.34,1
Serie A,Cagliari Calcio,2009,12.75,1.821,23.571,0.0,0.0,0.0,0,1.8,0.9,21.0,2,6.45,1.612,24.5,4,4.5,4.5,25.0,1,1.05,1.05,24.0,0.0,0.0,0.0,0,1.05,1.05,24.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.9,1.725,22.25,0.0,0.0,0.0,0,3.8,3.8,21.0,1,2.95,1.475,21.5,2,0.15,0.15,25.0,1,8.957,1.12,25.625,0.0,0.0,0.0,0,0.3,0.3,23.0,1,4.707,1.569,25.333,3,3.95,0.988,26.5,4,8.2,0.911,23.0,0.0,0.0,0.0,0,0.1,0.1,25.0,1,3.85,1.283,22.667,3,4.25,0.85,22.8,5,25.7,6.425,27.0,5.2,5.2,28.0,1,0.0,0.0,0.0,0,5.0,2.5,27.0,2,15.5,15.5,26.0,1,11.6,1.657,25.429,0.0,0.0,0.0,0,1.8,0.9,25.0,2,3.1,1.55,24.0,2,5.2,2.6,27.0,2,2.7,1.35,26.5,0.0,0.0,0.0,0,2.5,2.5,27.0,1,0.0,0.0,0.0,0,0.2,0.2,26.0,1,16,11,11,16,56,58,-2,1.16,2,1,14,12,9,17,44,51,-7,1.18,2,15,10,13,15,37,46,-9,1.13,1
Serie A,Udinese Calcio,2009,18.333,1.667,21.727,0.0,0.0,0.0,0,0.5,0.5,19.0,1,5.533,1.107,20.6,5,12.3,2.46,23.4,5,36.3,3.63,24.4,0.0,0.0,0.0,0,6.65,2.217,23.667,3,7.0,2.333,22.667,3,22.65,5.663,26.25,4,13.55,1.694,21.375,0.0,0.0,0.0,0,6.45,1.612,22.25,4,0.0,0.0,0.0,0,7.1,1.775,20.5,4,30.29,2.524,25.167,0.0,0.0,0.0,0,14.55,4.85,25.333,3,6.7,1.675,24.0,4,9.04,1.808,26.0,5,21.111,2.111,23.6,1.5,1.5,24.0,1,5.0,2.5,24.0,2,6.111,1.222,23.6,5,8.5,4.25,23.0,2,70.63,5.045,24.5,0.5,0.5,25.0,1,13.05,4.35,23.667,3,23.0,3.833,25.167,6,34.08,8.52,24.0,4,27.4,3.044,23.556,0.5,0.5,19.0,1,14.1,4.7,21.333,3,5.5,1.833,25.0,3,7.3,3.65,27.0,2,60.95,6.772,25.667,15.0,15.0,27.0,1,15.9,5.3,24.667,3,21.5,7.167,24.333,3,8.55,4.275,28.5,2,15,11,11,16,54,59,-5,1.16,2,0,4,20,6,12,65,43,22,1.74,0,3,18,10,10,52,35,17,1.68,0
Serie A,AC Milan,2010,51.3,5.13,23.4,0.0,0.0,0.0,0,8.5,4.25,21.5,2,7.5,1.875,22.25,4,35.3,8.825,25.5,4,25.931,2.593,23.5,4.5,4.5,33.0,1,1.961,0.654,21.333,3,5.46,1.365,23.0,4,14.01,7.005,23.0,2,65.15,6.515,23.9,3.5,3.5,29.0,1,0.55,0.55,27.0,1,13.55,3.388,22.5,4,47.55,11.888,23.25,4,22.3,5.575,23.25,0.0,0.0,0.0,0,4.0,4.0,23.0,1,6.5,6.5,19.0,1,11.8,5.9,25.5,2,59.62,5.42,23.727,1.17,1.17,19.0,1,10.9,2.725,25.25,4,11.5,5.75,26.0,2,36.05,9.012,22.25,4,88.5,12.643,26.429,0.0,0.0,0.0,0,46.5,15.5,26.0,3,0.5,0.5,24.0,1,41.5,13.833,27.667,3,43.13,4.313,25.3,0.0,0.0,0.0,0,13.83,3.458,25.25,4,14.3,3.575,25.5,4,15.0,7.5,25.0,2,17.4,4.35,23.25,0.0,0.0,0.0,0,3.9,1.95,22.0,2,13.5,6.75,24.5,2,0.0,0.0,0.0,0,1,24,10,4,65,24,41,2.16,0,0,2,24,8,6,74,33,41,2.11,0,3,21,9,8,67,39,28,1.89,1
Serie A,AS Roma,2010,11.2,2.8,26.25,0.8,0.8,32.0,1,10.4,3.467,24.333,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.651,1.522,23.286,0.0,0.0,0.0,0,2.351,0.784,22.333,3,2.5,2.5,29.0,1,5.8,1.933,22.333,3,91.25,6.518,22.429,7.33,7.33,28.0,1,7.5,3.75,21.5,2,11.78,2.945,23.0,4,64.64,9.234,21.571,7,26.13,6.532,27.5,0.0,0.0,0.0,0,2.63,2.63,30.0,1,0.0,0.0,0.0,0,23.5,7.833,26.667,3,43.82,2.578,22.0,0.35,0.175,21.0,2,19.3,2.412,22.875,8,10.45,2.612,22.0,4,13.72,4.573,20.333,3,21.56,1.658,21.308,0.0,0.0,0.0,0,0.2,0.2,20.0,1,3.55,1.183,21.667,3,17.81,1.979,21.333,9,75.39,4.435,22.765,1.39,0.695,29.0,2,20.4,4.08,20.8,5,36.1,7.22,23.6,5,17.5,3.5,21.4,5,120.39,7.524,22.062,5.6,5.6,30.0,1,33.65,8.412,19.25,4,14.59,4.863,22.333,3,66.55,8.319,22.375,8,6,18,9,11,59,52,7,1.66,0,1,7,16,8,14,60,54,6,1.47,0,6,18,8,12,71,56,15,1.63,0
Serie A,FC Internazionale,2010,38.135,6.356,21.5,0.0,0.0,0.0,0,15.0,7.5,23.0,2,0.75,0.75,19.0,1,22.385,7.462,21.333,3,66.53,6.653,22.6,0.0,0.0,0.0,0,8.0,8.0,29.0,1,7.68,1.92,22.0,4,50.85,10.17,21.8,5,41.6,3.782,24.273,4.1,4.1,25.0,1,13.3,4.433,23.0,3,15.0,3.75,24.75,4,9.2,3.067,24.667,3,55.95,7.993,25.714,8.5,8.5,26.0,1,5.65,5.65,20.0,1,13.0,6.5,26.5,2,28.8,9.6,27.0,3,76.55,5.468,26.643,16.75,5.583,25.0,3,18.3,6.1,25.333,3,25.2,5.04,25.4,5,16.3,5.433,31.667,3,63.301,7.033,23.667,0.0,0.0,0.0,0,11.75,5.875,25.5,2,7.501,3.75,24.0,2,44.05,8.81,22.8,5,59.89,4.991,23.583,0.0,0.0,0.0,0,14.84,2.473,23.5,6,26.3,6.575,25.25,4,18.75,9.375,20.5,2,11.0,1.1,21.8,0.0,0.0,0.0,0,8.0,1.6,22.6,5,1.8,0.6,20.0,3,1.2,0.6,22.5,2,2,23,7,8,69,42,27,2.0,0,0,6,17,7,14,58,55,3,1.53,1,9,16,6,16,55,57,-2,1.42,0
Serie A,SS Lazio,2010,29.5,5.9,26.4,0.0,0.0,0.0,0,2.5,2.5,25.0,1,15.5,7.75,25.0,2,11.5,5.75,28.5,2,27.035,5.407,25.2,0.475,0.475,26.0,1,26.36,8.787,26.667,3,0.2,0.2,20.0,1,0.0,0.0,0.0,0,22.84,2.855,26.625,5.2,5.2,28.0,1,4.8,2.4,28.0,2,4.55,1.517,25.667,3,8.29,4.145,26.0,2,26.38,3.769,26.714,6.75,6.75,25.0,1,10.13,5.065,24.0,2,0.3,0.3,31.0,1,9.2,3.067,27.667,3,1.53,0.765,25.0,0.0,0.0,0.0,0,1.5,1.5,28.0,1,0.03,0.03,22.0,1,0.0,0.0,0.0,0,0.95,0.238,29.25,0.25,0.25,28.0,1,0.25,0.25,34.0,1,0.0,0.0,0.0,0,0.45,0.225,27.5,2,26.83,5.366,23.4,0.4,0.4,24.0,1,0.0,0.0,0.0,0,16.6,8.3,26.5,2,9.83,4.915,20.0,2,28.45,4.742,27.667,0.3,0.3,35.0,1,1.5,1.5,28.0,1,18.0,18.0,28.0,1,8.65,2.883,25.0,3,5,20,6,12,55,39,16,1.74,0,0,4,18,8,12,56,47,9,1.63,1,7,18,7,13,51,42,9,1.61,1
Serie A,SSC Napoli,2010,19.8,3.3,24.667,0.0,0.0,0.0,0,9.0,4.5,25.5,2,3.0,3.0,25.0,1,7.8,2.6,24.0,3,12.9,1.612,26.375,0.0,0.0,0.0,0,2.9,1.45,28.5,2,3.15,1.05,25.333,3,6.85,2.283,26.0,3,72.7,7.27,24.7,2.9,2.9,28.0,1,14.5,4.833,23.0,3,27.0,13.5,26.0,2,28.3,7.075,24.5,4,23.79,2.379,25.4,0.0,0.0,0.0,0,8.39,2.097,22.0,4,4.65,1.162,28.5,4,10.75,5.375,26.0,2,31.05,2.823,25.455,0.0,0.0,0.0,0,8.25,1.65,26.8,5,13.4,4.467,22.333,3,9.4,3.133,26.333,3,34.85,4.979,25.857,0.0,0.0,0.0,0,1.1,0.55,24.0,2,1.25,1.25,28.0,1,32.5,8.125,26.25,4,107.45,8.265,24.231,5.0,5.0,23.0,1,25.25,5.05,24.2,5,10.5,5.25,20.5,2,66.7,13.34,26.0,5,74.2,12.367,28.333,0.5,0.5,36.0,1,0.0,0.0,0.0,0,4.2,4.2,27.0,1,69.5,17.375,26.75,4,3,21,7,10,59,39,20,1.84,0,0,5,16,13,9,66,46,20,1.61,0,2,23,9,6,73,36,37,2.05,0
Serie A,Udinese Calcio,2010,13.55,1.694,21.375,0.0,0.0,0.0,0,6.45,1.612,22.25,4,0.0,0.0,0.0,0,7.1,1.775,20.5,4,30.29,2.524,25.167,0.0,0.0,0.0,0,14.55,4.85,25.333,3,6.7,1.675,24.0,4,9.04,1.808,26.0,5,21.111,2.111,23.6,1.5,1.5,24.0,1,5.0,2.5,24.0,2,6.111,1.222,23.6,5,8.5,4.25,23.0,2,70.63,5.045,24.5,0.5,0.5,25.0,1,13.05,4.35,23.667,3,23.0,3.833,25.167,6,34.08,8.52,24.0,4,27.4,3.044,23.556,0.5,0.5,19.0,1,14.1,4.7,21.333,3,5.5,1.833,25.0,3,7.3,3.65,27.0,2,60.95,6.772,25.667,15.0,15.0,27.0,1,15.9,5.3,24.667,3,21.5,7.167,24.333,3,8.55,4.275,28.5,2,24.41,1.744,20.857,1.4,0.7,26.5,2,5.3,1.325,21.0,4,13.71,1.959,19.429,7,4.0,4.0,19.0,1,47.7,9.54,26.0,0.0,0.0,0.0,0,37.5,12.5,25.667,3,10.2,5.1,26.5,2,0.0,0.0,0.0,0,4,20,6,12,65,43,22,1.74,0,0,3,18,10,10,52,35,17,1.68,0,5,18,12,8,59,45,14,1.74,1
Serie A,ACF Fiorentina,2010,22.8,3.8,25.333,6.0,3.0,25.5,2,6.3,6.3,25.0,1,6.5,3.25,26.5,2,4.0,4.0,23.0,1,5.75,1.438,21.75,0.0,0.0,0.0,0,1.3,1.3,21.0,1,4.0,4.0,25.0,1,0.45,0.225,20.5,2,19.935,1.533,24.923,0.11,0.11,23.0,1,7.11,1.778,22.5,4,9.6,2.4,27.5,4,3.115,0.779,25.25,4,20.112,2.514,25.875,9.0,9.0,31.0,1,0.0,0.0,0.0,0,1.111,0.556,28.5,2,10.001,2.0,23.8,5,40.77,2.548,25.625,0.5,0.5,26.0,1,11.15,1.858,25.5,6,18.32,2.617,25.571,7,10.8,5.4,26.0,2,33.4,4.771,25.857,0.0,0.0,0.0,0,17.35,5.783,24.333,3,9.3,3.1,27.667,3,6.75,6.75,25.0,1,53.3,8.883,24.5,0.0,0.0,0.0,0,20.0,20.0,25.0,1,2.5,2.5,19.0,1,30.8,7.7,25.75,4,41.0,13.667,21.667,0.0,0.0,0.0,0,0.0,0.0,0.0,0,12.0,12.0,21.0,1,29.0,14.5,22.0,2,9,12,15,11,49,44,5,1.34,1,1,13,11,13,14,37,43,-6,1.21,0,4,21,7,10,72,44,28,1.84,0
Serie A,Cagliari Calcio,2010,6.9,1.725,22.25,0.0,0.0,0.0,0,3.8,3.8,21.0,1,2.95,1.475,21.5,2,0.15,0.15,25.0,1,8.957,1.12,25.625,0.0,0.0,0.0,0,0.3,0.3,23.0,1,4.707,1.569,25.333,3,3.95,0.988,26.5,4,8.2,0.911,23.0,0.0,0.0,0.0,0,0.1,0.1,25.0,1,3.85,1.283,22.667,3,4.25,0.85,22.8,5,25.7,6.425,27.0,5.2,5.2,28.0,1,0.0,0.0,0.0,0,5.0,2.5,27.0,2,15.5,15.5,26.0,1,11.6,1.657,25.429,0.0,0.0,0.0,0,1.8,0.9,25.0,2,3.1,1.55,24.0,2,5.2,2.6,27.0,2,2.7,1.35,26.5,0.0,0.0,0.0,0,2.5,2.5,27.0,1,0.0,0.0,0.0,0,0.2,0.2,26.0,1,1.8,0.6,22.333,0.0,0.0,0.0,0,1.5,0.75,22.0,2,0.3,0.3,23.0,1,0.0,0.0,0.0,0,7.301,1.825,24.75,0.001,0.001,23.0,1,0.8,0.8,24.0,1,3.0,3.0,25.0,1,3.5,3.5,27.0,1,14,12,9,17,44,51,-7,1.18,1,2,15,10,13,15,37,46,-9,1.13,1,11,12,11,15,43,55,-12,1.24,2
Serie A,Catania SSD,2010,4.2,0.84,22.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.9,0.975,23.0,4,0.3,0.3,22.0,1,17.0,3.4,28.0,0.0,0.0,0.0,0,0.5,0.5,31.0,1,0.0,0.0,0.0,0,16.5,4.125,27.25,4,4.14,1.035,25.75,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.24,0.62,26.0,2,2.9,1.45,25.5,2,13.378,1.911,26.143,0.078,0.078,28.0,1,8.0,8.0,26.0,1,1.0,0.5,24.0,2,4.3,1.433,27.0,3,9.03,1.505,23.667,1.68,1.68,24.0,1,3.8,3.8,23.0,1,2.25,1.125,23.0,2,1.3,0.65,24.5,2,3.28,0.82,26.5,0.0,0.0,0.0,0,0.1,0.1,25.0,1,0.18,0.18,26.0,1,3.0,1.5,27.5,2,8.37,1.674,22.4,0.0,0.0,0.0,0,7.37,2.457,22.333,3,0.5,0.5,26.0,1,0.5,0.5,19.0,1,11.09,1.109,24.5,0.1,0.1,23.0,1,0.0,0.0,0.0,0,8.59,1.718,25.2,5,2.4,0.6,24.0,4,13,12,10,16,40,52,-12,1.21,1,1,11,11,15,12,47,52,-5,1.26,1,8,15,11,12,50,46,4,1.47,2
Serie A,Chievo Verona,2010,6.85,0.685,24.4,0.0,0.0,0.0,0,2.3,0.767,26.333,3,0.8,0.267,24.333,3,3.75,0.938,23.0,4,0.1,0.1,26.0,0.0,0.0,0.0,0,0.1,0.1,26.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,11.45,1.041,24.182,0.4,0.4,30.0,1,3.8,1.267,22.0,3,6.7,1.34,24.4,5,0.55,0.275,24.0,2,13.09,1.454,24.0,0.0,0.0,0.0,0,4.19,1.048,23.0,4,7.2,3.6,24.5,2,1.7,0.567,25.0,3,10.3,2.575,21.75,0.0,0.0,0.0,0,2.5,2.5,22.0,1,0.8,0.8,21.0,1,7.0,3.5,22.0,2,12.632,2.105,25.0,2.0,2.0,33.0,1,4.0,4.0,24.0,1,3.912,1.956,25.0,2,2.72,1.36,21.5,2,3.9,0.65,24.833,0.0,0.0,0.0,0,0.6,0.3,26.5,2,1.3,0.65,23.5,2,2.0,1.0,24.5,2,5.86,0.837,26.286,2.0,2.0,34.0,1,0.21,0.07,25.667,3,3.0,3.0,21.0,1,0.65,0.325,26.0,2,11,11,13,14,38,40,-2,1.21,1,1,10,12,13,13,35,45,-10,1.29,1,12,12,9,17,37,52,-15,1.18,2
Serie A,Genoa CFC,2010,76.85,3.842,22.45,4.5,4.5,27.0,1,27.5,5.5,24.0,5,21.85,3.642,21.333,6,23.0,2.875,21.75,8,60.4,5.033,24.25,0.0,0.0,0.0,0,29.5,7.375,23.75,4,5.4,1.8,23.0,3,25.5,5.1,25.4,5,52.93,3.529,25.067,9.0,9.0,31.0,1,9.65,1.93,25.0,5,17.48,3.496,23.2,5,16.8,4.2,26.0,4,81.95,3.035,22.852,3.5,3.5,29.0,1,28.0,3.111,23.444,9,16.73,4.182,23.75,4,33.72,2.594,21.692,13,26.73,1.909,23.714,0.0,0.0,0.0,0,6.5,3.25,25.5,2,5.35,1.07,24.2,5,14.88,2.126,22.857,7,74.25,3.536,24.952,0.2,0.2,19.0,1,13.8,2.3,26.667,6,18.2,4.55,25.25,4,42.05,4.205,24.4,10,23.44,2.344,24.5,0.3,0.3,35.0,1,5.88,2.94,23.0,2,9.65,2.412,22.75,4,7.61,2.537,24.333,3,30.231,2.159,25.0,0.0,0.0,0.0,0,10.231,2.046,28.2,5,5.7,1.9,25.333,3,14.3,2.383,22.167,6,10,14,9,15,45,47,-2,1.34,1,2,17,11,9,18,50,69,-19,1.11,2,17,8,14,16,38,52,-14,1.0,1
Serie A,Juventus FC,2010,59.27,4.939,25.417,4.5,4.5,33.0,1,18.17,3.028,23.5,6,0.0,0.0,0.0,0,36.6,7.32,26.2,5,36.78,4.087,25.444,0.0,0.0,0.0,0,7.7,3.85,23.5,2,28.08,4.68,26.5,6,1.0,1.0,23.0,1,101.83,6.364,24.875,0.0,0.0,0.0,0,15.68,3.92,23.75,4,28.15,4.692,23.667,6,58.0,9.667,26.833,6,20.7,2.3,25.111,1.5,1.5,21.0,1,3.1,1.55,22.0,2,12.6,3.15,26.5,4,3.5,1.75,27.5,2,72.8,8.089,22.444,3.8,3.8,19.0,1,25.0,6.25,24.0,4,18.0,18.0,23.0,1,26.0,8.667,21.333,3,23.3,2.33,24.8,0.0,0.0,0.0,0,0.65,0.325,25.0,2,6.15,1.23,24.8,5,16.5,5.5,24.667,3,45.5,3.5,22.538,1.78,1.78,21.0,1,20.56,6.853,24.333,3,2.55,0.85,21.667,3,20.61,3.435,22.333,6,69.092,5.315,22.846,1.892,0.631,20.667,3,9.95,2.488,20.5,4,11.25,5.625,29.0,2,46.0,11.5,23.75,4,7,15,13,10,57,47,10,1.53,1,0,1,23,15,0,68,20,48,2.21,0,1,27,6,5,71,24,47,2.29,0
Serie A,Parma Calcio 1913,2010,30.7,2.193,23.5,0.0,0.0,0.0,0,12.6,2.52,24.6,5,8.6,2.15,22.0,4,9.5,1.9,23.6,5,18.656,1.435,23.769,0.0,0.0,0.0,0,7.7,1.54,24.2,5,1.175,0.588,29.0,2,9.781,1.63,21.667,6,11.21,1.019,24.273,0.0,0.0,0.0,0,1.25,0.312,23.25,4,1.5,1.5,30.0,1,8.46,1.41,24.0,6,31.0,2.214,25.143,0.0,0.0,0.0,0,7.55,0.944,27.5,8,12.0,4.0,22.333,3,11.45,3.817,21.667,3,29.95,1.664,22.722,3.4,3.4,21.0,1,5.65,0.942,23.333,6,6.95,1.158,21.833,6,12.15,3.038,21.5,4,19.55,3.258,26.667,1.2,1.2,23.0,1,3.0,3.0,31.0,1,4.35,1.45,27.0,3,11.0,11.0,25.0,1,13.592,0.68,23.95,0.8,0.8,24.0,1,2.825,0.404,21.143,7,6.27,0.896,24.714,7,3.697,0.739,26.8,5,35.22,2.516,21.929,1.78,1.78,21.0,1,0.3,0.15,20.0,2,9.46,1.892,21.2,5,23.68,3.947,23.333,6,12,11,13,14,39,47,-8,1.21,1,1,8,15,11,12,54,53,1,1.47,1,10,13,10,15,45,46,-1,1.29,0
