league_name,club_name,year,total_fee_in,mean_fee_in,mean_age_in,total_fee_in_GK,mean_fee_in_GK,mean_age_in_GK,count_GK_in,total_fee_in_DEF,mean_fee_in_DEF,mean_age_in_DEF,count_DEF_in,total_fee_in_MID,mean_fee_in_MID,mean_age_in_MID,count_MID_in,total_fee_in_STK,mean_fee_in_STK,mean_age_in_STK,count_STK_in,total_fee_out,mean_fee_out,mean_age_out,total_fee_out_GK,mean_fee_out_GK,mean_age_out_GK,count_GK_out,total_fee_out_DEF,mean_fee_out_DEF,mean_age_out_DEF,count_DEF_out,total_fee_out_MID,mean_fee_out_MID,mean_age_out_MID,count_MID_out,total_fee_out_STK,mean_fee_out_STK,mean_age_out_STK,count_STK_out,total_fee_in_1_years_future,mean_fee_in_1_years_future,mean_age_in_1_years_future,total_fee_in_GK_1_years_future,mean_fee_in_GK_1_years_future,mean_age_in_GK_1_years_future,count_GK_in_1_years_future,total_fee_in_DEF_1_years_future,mean_fee_in_DEF_1_years_future,mean_age_in_DEF_1_years_future,count_DEF_in_1_years_future,total_fee_in_MID_1_years_future,mean_fee_in_MID_1_years_future,mean_age_in_MID_1_years_future,count_MID_in_1_years_future,total_fee_in_STK_1_years_future,mean_fee_in_STK_1_years_future,mean_age_in_STK_1_years_future,count_STK_in_1_years_future,total_fee_out_1_years_future,mean_fee_out_1_years_future,mean_age_out_1_years_future,total_fee_out_GK_1_years_future,mean_fee_out_GK_1_years_future,mean_age_out_GK_1_years_future,count_GK_out_1_years_future,total_fee_out_DEF_1_years_future,mean_fee_out_DEF_1_years_future,mean_age_out_DEF_1_years_future,count_DEF_out_1_years_future,total_fee_out_MID_1_years_future,mean_fee_out_MID_1_years_future,mean_age_out_MID_1_years_future,count_MID_out_1_years_future,total_fee_out_STK_1_years_future,mean_fee_out_STK_1_years_future,mean_age_out_STK_1_years_future,count_STK_out_1_years_future,total_fee_in_2_years_future,mean_fee_in_2_years_future,mean_age_in_2_years_future,total_fee_in_GK_2_years_future,mean_fee_in_GK_2_years_future,mean_age_in_GK_2_years_future,count_GK_in_2_years_future,total_fee_in_DEF_2_years_future,mean_fee_in_DEF_2_years_future,mean_age_in_DEF_2_years_future,count_DEF_in_2_years_future,total_fee_in_MID_2_years_future,mean_fee_in_MID_2_years_future,mean_age_in_MID_2_years_future,count_MID_in_2_years_future,total_fee_in_STK_2_years_future,mean_fee_in_STK_2_years_future,mean_age_in_STK_2_years_future,count_STK_in_2_years_future,total_fee_out_2_years_future,mean_fee_out_2_years_future,mean_age_out_2_years_future,total_fee_out_GK_2_years_future,mean_fee_out_GK_2_years_future,mean_age_out_GK_2_years_future,count_GK_out_2_years_future,total_fee_out_DEF_2_years_future,mean_fee_out_DEF_2_years_future,mean_age_out_DEF_2_years_future,count_DEF_out_2_years_future,total_fee_out_MID_2_years_future,mean_fee_out_MID_2_years_future,mean_age_out_MID_2_years_future,count_MID_out_2_years_future,total_fee_out_STK_2_years_future,mean_fee_out_STK_2_years_future,mean_age_out_STK_2_years_future,count_STK_out_2_years_future,total_fee_in_3_years_future,mean_fee_in_3_years_future,mean_age_in_3_years_future,total_fee_in_GK_3_years_future,mean_fee_in_GK_3_years_future,mean_age_in_GK_3_years_future,count_GK_in_3_years_future,total_fee_in_DEF_3_years_future,mean_fee_in_DEF_3_years_future,mean_age_in_DEF_3_years_future,count_DEF_in_3_years_future,total_fee_in_MID_3_years_future,mean_fee_in_MID_3_years_future,mean_age_in_MID_3_years_future,count_MID_in_3_years_future,total_fee_in_STK_3_years_future,mean_fee_in_STK_3_years_future,mean_age_in_STK_3_years_future,count_STK_in_3_years_future,total_fee_out_3_years_future,mean_fee_out_3_years_future,mean_age_out_3_years_future,total_fee_out_GK_3_years_future,mean_fee_out_GK_3_years_future,mean_age_out_GK_3_years_future,count_GK_out_3_years_future,total_fee_out_DEF_3_years_future,mean_fee_out_DEF_3_years_future,mean_age_out_DEF_3_years_future,count_DEF_out_3_years_future,total_fee_out_MID_3_years_future,mean_fee_out_MID_3_years_future,mean_age_out_MID_3_years_future,count_MID_out_3_years_future,total_fee_out_STK_3_years_future,mean_fee_out_STK_3_years_future,mean_age_out_STK_3_years_future,count_STK_out_3_years_future,Rk,W,D,L,GF,GA,GD,Pts/MP,PF,PF_1_years_future,Rk_1_years_future,W_1_years_future,D_1_years_future,L_1_years_future,GF_1_years_future,GA_1_years_future,GD_1_years_future,Pts/MP_1_years_future,PF_2_years_future,Rk_2_years_future,W_2_years_future,D_2_years_future,L_2_years_future,GF_2_years_future,GA_2_years_future,GD_2_years_future,Pts/MP_2_years_future,PF_next_3_years
Serie A,SSC Napoli,2012,31.05,2.823,25.455,0.0,0.0,0.0,0,8.25,1.65,26.8,5,13.4,4.467,22.333,3,9.4,3.133,26.333,3,34.85,4.979,25.857,0.0,0.0,0.0,0,1.1,0.55,24.0,2,1.25,1.25,28.0,1,32.5,8.125,26.25,4,107.45,8.265,24.231,5.0,5.0,23.0,1,25.25,5.05,24.2,5,10.5,5.25,20.5,2,66.7,13.34,26.0,5,74.2,12.367,28.333,0.5,0.5,36.0,1,0.0,0.0,0.0,0,4.2,4.2,27.0,1,69.5,17.375,26.75,4,34.8,5.8,25.667,2.0,2.0,30.0,1,7.75,7.75,23.0,1,11.3,5.65,25.0,2,13.75,6.875,25.5,2,20.451,2.922,27.714,0.0,0.0,0.0,0,10.301,3.434,30.0,3,8.75,2.917,26.667,3,1.4,1.4,24.0,1,42.7,3.882,24.091,2.0,2.0,32.0,1,13.5,4.5,23.667,3,27.2,3.886,23.143,7,0.0,0.0,0.0,0,18.29,2.032,25.0,0.75,0.75,24.0,1,2.0,2.0,29.0,1,9.51,1.902,25.8,5,6.03,3.015,21.5,2,2,23,9,6,73,36,37,2.05,0,0,3,23,9,6,77,39,38,2.05,0,5,18,9,11,70,54,16,1.66,0
Serie A,Udinese Calcio,2012,27.4,3.044,23.556,0.5,0.5,19.0,1,14.1,4.7,21.333,3,5.5,1.833,25.0,3,7.3,3.65,27.0,2,60.95,6.772,25.667,15.0,15.0,27.0,1,15.9,5.3,24.667,3,21.5,7.167,24.333,3,8.55,4.275,28.5,2,24.41,1.744,20.857,1.4,0.7,26.5,2,5.3,1.325,21.0,4,13.71,1.959,19.429,7,4.0,4.0,19.0,1,47.7,9.54,26.0,0.0,0.0,0.0,0,37.5,12.5,25.667,3,10.2,5.1,26.5,2,0.0,0.0,0.0,0,29.2,2.92,22.3,0.0,0.0,0.0,0,1.3,1.3,19.0,1,21.9,3.129,22.0,7,6.0,3.0,25.0,2,25.4,2.309,24.818,0.2,0.2,32.0,1,1.1,0.367,25.333,3,12.5,3.125,23.0,4,11.6,3.867,24.333,3,21.42,2.38,23.0,0.0,0.0,0.0,0,9.7,3.233,22.667,3,5.7,1.425,24.75,4,6.02,3.01,20.0,2,74.12,8.236,23.333,0.0,0.0,0.0,0,16.5,5.5,25.667,3,26.62,8.873,22.667,3,31.0,10.333,21.667,3,5,18,12,8,59,45,14,1.74,0,1,13,12,8,18,46,57,-11,1.16,2,16,10,11,17,43,56,-13,1.08,2
Serie A,Chievo Verona,2012,10.3,2.575,21.75,0.0,0.0,0.0,0,2.5,2.5,22.0,1,0.8,0.8,21.0,1,7.0,3.5,22.0,2,12.632,2.105,25.0,2.0,2.0,33.0,1,4.0,4.0,24.0,1,3.912,1.956,25.0,2,2.72,1.36,21.5,2,3.9,0.65,24.833,0.0,0.0,0.0,0,0.6,0.3,26.5,2,1.3,0.65,23.5,2,2.0,1.0,24.5,2,5.86,0.837,26.286,2.0,2.0,34.0,1,0.21,0.07,25.667,3,3.0,3.0,21.0,1,0.65,0.325,26.0,2,8.6,0.86,26.2,0.1,0.1,36.0,1,0.85,0.283,25.333,3,6.15,1.23,24.0,5,1.5,1.5,30.0,1,5.04,0.84,27.0,0.5,0.5,23.0,1,0.5,0.5,25.0,1,1.4,1.4,29.0,1,2.64,0.88,28.333,3,6.13,1.022,25.333,0.0,0.0,0.0,0,1.33,0.443,27.333,3,4.8,1.6,23.333,3,0.0,0.0,0.0,0,15.407,1.926,25.875,0.0,0.0,0.0,0,3.4,1.133,26.333,3,1.932,0.966,23.0,2,10.075,3.358,27.333,3,12,12,9,17,37,52,-15,1.18,1,2,16,10,6,22,34,54,-20,0.95,1,14,10,13,15,28,41,-13,1.13,1
Serie A,FC Internazionale,2012,76.55,5.468,26.643,16.75,5.583,25.0,3,18.3,6.1,25.333,3,25.2,5.04,25.4,5,16.3,5.433,31.667,3,63.301,7.033,23.667,0.0,0.0,0.0,0,11.75,5.875,25.5,2,7.501,3.75,24.0,2,44.05,8.81,22.8,5,59.89,4.991,23.583,0.0,0.0,0.0,0,14.84,2.473,23.5,6,26.3,6.575,25.25,4,18.75,9.375,20.5,2,11.0,1.1,21.8,0.0,0.0,0.0,0,8.0,1.6,22.6,5,1.8,0.6,20.0,3,1.2,0.6,22.5,2,16.95,2.119,23.625,0.0,0.0,0.0,0,11.15,2.787,22.5,4,5.8,1.45,24.75,4,0.0,0.0,0.0,0,23.5,1.679,22.071,0.0,0.0,0.0,0,3.25,0.65,22.6,5,10.0,1.429,22.429,7,10.25,5.125,19.5,2,102.45,7.881,24.846,0.0,0.0,0.0,0,18.3,3.66,24.6,5,60.95,15.238,25.75,4,23.2,5.8,24.25,4,115.32,6.784,24.765,0.0,0.0,0.0,0,7.45,1.862,25.25,4,87.1,8.71,25.2,10,20.77,6.923,22.667,3,9,16,6,16,55,57,-2,1.42,1,0,5,15,15,8,62,39,23,1.58,1,8,14,13,11,59,48,11,1.45,0
Serie A,SS Lazio,2012,1.53,0.765,25.0,0.0,0.0,0.0,0,1.5,1.5,28.0,1,0.03,0.03,22.0,1,0.0,0.0,0.0,0,0.95,0.238,29.25,0.25,0.25,28.0,1,0.25,0.25,34.0,1,0.0,0.0,0.0,0,0.45,0.225,27.5,2,26.83,5.366,23.4,0.4,0.4,24.0,1,0.0,0.0,0.0,0,16.6,8.3,26.5,2,9.83,4.915,20.0,2,28.45,4.742,27.667,0.3,0.3,35.0,1,1.5,1.5,28.0,1,18.0,18.0,28.0,1,8.65,2.883,25.0,3,12.75,3.188,27.25,0.0,0.0,0.0,0,8.25,2.75,26.667,3,4.5,4.5,29.0,1,0.0,0.0,0.0,0,0.15,0.15,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.15,0.15,22.0,1,31.25,5.208,24.333,2.6,2.6,28.0,1,13.65,4.55,26.0,3,12.0,12.0,20.0,1,3.0,3.0,20.0,1,2.37,0.79,27.667,0.0,0.0,0.0,0,1.75,1.75,24.0,1,0.2,0.2,32.0,1,0.42,0.42,27.0,1,7,18,7,13,51,42,9,1.61,1,1,9,15,11,12,54,54,0,1.47,0,3,21,6,11,71,38,33,1.82,1
Serie A,UC Sampdoria,2012,21.0,2.1,24.9,0.0,0.0,0.0,0,4.9,1.633,25.333,3,5.1,1.7,25.333,3,11.0,2.75,24.25,4,6.1,3.05,24.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.6,1.6,25.0,1,4.5,4.5,24.0,1,19.6,3.267,22.167,0.0,0.0,0.0,0,3.4,3.4,22.0,1,3.8,1.267,23.0,3,12.4,6.2,21.0,2,25.45,3.636,24.143,0.0,0.0,0.0,0,1.8,0.9,25.0,2,7.15,2.383,25.667,3,16.5,8.25,21.0,2,24.25,2.425,22.6,0.0,0.0,0.0,0,3.75,0.938,24.0,4,4.6,1.533,21.0,3,15.9,5.3,22.333,3,26.52,3.315,25.875,1.9,1.9,24.0,1,10.9,2.725,26.5,4,1.22,0.61,27.0,2,12.5,12.5,23.0,1,34.67,4.334,21.5,0.0,0.0,0.0,0,8.48,4.24,24.0,2,14.19,2.838,20.0,5,12.0,12.0,24.0,1,16.07,2.009,25.375,0.0,0.0,0.0,0,4.77,0.954,25.2,5,6.0,6.0,23.0,1,5.3,2.65,27.0,2,14,11,10,17,43,51,-8,1.11,1,1,12,12,9,17,48,62,-14,1.18,1,7,13,17,8,48,42,6,1.47,2
Serie A,Atalanta BC,2012,19.35,1.759,27.545,0.0,0.0,0.0,0,4.95,1.238,29.25,4,4.35,0.87,27.4,5,10.05,5.025,24.5,2,18.45,4.612,24.0,0.0,0.0,0.0,0,6.3,3.15,25.5,2,1.15,1.15,25.0,1,11.0,11.0,20.0,1,11.325,1.258,23.0,0.0,0.0,0.0,0,3.05,1.525,19.5,2,6.1,1.525,26.5,4,2.175,0.725,20.667,3,6.2,1.55,25.75,0.0,0.0,0.0,0,4.9,2.45,26.5,2,0.8,0.8,24.0,1,0.5,0.5,26.0,1,11.09,1.848,24.0,0.0,0.0,0.0,0,1.3,0.65,27.0,2,4.47,4.47,26.0,1,5.32,1.773,21.333,3,20.0,2.857,26.857,6.0,3.0,25.0,2,0.1,0.1,33.0,1,7.4,2.467,28.333,3,6.5,6.5,20.0,1,23.83,2.166,22.273,0.96,0.96,19.0,1,3.87,3.87,24.0,1,15.5,2.583,21.833,6,3.5,1.167,23.667,3,37.95,4.744,23.375,0.0,0.0,0.0,0,11.3,5.65,25.5,2,26.65,4.442,22.667,6,0.0,0.0,0.0,0,15,11,9,18,39,56,-17,1.05,2,1,11,15,5,18,43,51,-8,1.32,2,17,7,16,15,38,57,-19,0.97,1
Serie A,Genoa CFC,2012,26.73,1.909,23.714,0.0,0.0,0.0,0,6.5,3.25,25.5,2,5.35,1.07,24.2,5,14.88,2.126,22.857,7,74.25,3.536,24.952,0.2,0.2,19.0,1,13.8,2.3,26.667,6,18.2,4.55,25.25,4,42.05,4.205,24.4,10,23.44,2.344,24.5,0.3,0.3,35.0,1,5.88,2.94,23.0,2,9.65,2.412,22.75,4,7.61,2.537,24.333,3,30.231,2.159,25.0,0.0,0.0,0.0,0,10.231,2.046,28.2,5,5.7,1.9,25.333,3,14.3,2.383,22.167,6,7.45,0.931,25.5,0.0,0.0,0.0,0,1.9,0.633,23.333,3,0.7,0.7,29.0,1,4.85,1.212,26.25,4,25.95,3.707,27.429,0.1,0.1,36.0,1,5.95,2.975,20.5,2,11.9,5.95,26.0,2,8.0,4.0,31.5,2,16.7,1.518,24.545,0.0,0.0,0.0,0,7.35,1.838,25.0,4,0.5,0.5,31.0,1,8.85,1.475,23.167,6,43.15,3.319,24.692,0.0,0.0,0.0,0,6.25,3.125,24.0,2,21.9,4.38,23.2,5,15.0,2.5,26.167,6,17,8,14,16,38,52,-14,1.0,2,1,14,11,11,16,41,50,-9,1.16,0,6,16,11,11,62,47,15,1.55,1
Serie A,Torino FC,2012,24.98,1.922,25.231,2.0,2.0,33.0,1,3.93,0.982,24.25,4,6.75,2.25,24.0,3,12.3,2.46,25.2,5,4.38,1.46,24.333,0.0,0.0,0.0,0,0.28,0.28,21.0,1,0.0,0.0,0.0,0,4.1,2.05,26.0,2,20.25,2.893,25.857,0.0,0.0,0.0,0,1.85,0.617,27.667,3,3.6,1.8,25.5,2,14.8,7.4,23.5,2,21.84,4.368,24.2,0.0,0.0,0.0,0,19.09,6.363,27.667,3,2.5,2.5,19.0,1,0.25,0.25,19.0,1,23.2,2.578,23.222,0.0,0.0,0.0,0,7.8,2.6,22.0,3,8.9,2.225,22.75,4,6.5,3.25,26.0,2,33.86,6.772,27.8,0.2,0.2,35.0,1,0.36,0.36,30.0,1,0.8,0.8,23.0,1,32.5,16.25,25.5,2,28.05,3.506,23.5,1.2,1.2,23.0,1,6.3,3.15,24.5,2,11.3,3.767,23.333,3,9.25,4.625,23.0,2,19.75,3.95,23.2,0.0,0.0,0.0,0,18.8,6.267,22.667,3,0.45,0.45,22.0,1,0.5,0.5,26.0,1,16,8,16,14,46,55,-9,1.03,2,1,7,15,12,11,58,48,10,1.5,1,9,14,12,12,48,45,3,1.42,1
Serie A,ACF Fiorentina,2013,53.3,8.883,24.5,0.0,0.0,0.0,0,20.0,20.0,25.0,1,2.5,2.5,19.0,1,30.8,7.7,25.75,4,41.0,13.667,21.667,0.0,0.0,0.0,0,0.0,0.0,0.0,0,12.0,12.0,21.0,1,29.0,14.5,22.0,2,9.1,1.82,25.4,0.0,0.0,0.0,0,3.6,1.8,28.0,2,5.5,1.833,23.667,3,0.0,0.0,0.0,0,38.0,7.6,25.6,0.0,0.0,0.0,0,37.4,9.35,27.0,4,0.0,0.0,0.0,0,0.6,0.6,20.0,1,24.9,2.075,25.583,0.75,0.75,24.0,1,9.25,1.85,25.4,5,4.0,2.0,26.0,2,10.9,2.725,26.0,4,26.85,3.836,24.857,0.0,0.0,0.0,0,20.1,4.02,23.6,5,0.0,0.0,0.0,0,6.75,3.375,28.0,2,15.73,1.573,23.6,2.83,1.415,21.0,2,8.4,2.1,26.0,4,4.0,1.333,21.667,3,0.5,0.5,25.0,1,31.05,3.105,25.4,0.0,0.0,0.0,0,24.15,8.05,25.667,3,3.1,0.62,23.4,5,3.8,1.9,30.0,2,4,19,8,11,65,44,21,1.71,0,0,4,18,10,10,61,46,15,1.68,0,5,18,10,10,60,42,18,1.68,1
Serie A,AS Roma,2013,75.39,4.435,22.765,1.39,0.695,29.0,2,20.4,4.08,20.8,5,36.1,7.22,23.6,5,17.5,3.5,21.4,5,120.39,7.524,22.062,5.6,5.6,30.0,1,33.65,8.412,19.25,4,14.59,4.863,22.333,3,66.55,8.319,22.375,8,99.51,6.219,23.562,0.0,0.0,0.0,0,28.11,4.685,26.833,6,21.5,5.375,21.5,4,49.9,8.317,21.667,6,42.6,4.733,22.0,0.0,0.0,0.0,0,37.7,7.54,21.0,5,1.9,0.95,23.5,2,3.0,1.5,23.0,2,60.099,3.005,23.1,0.0,0.0,0.0,0,8.42,1.684,23.4,5,18.229,4.557,22.75,4,33.45,3.041,23.091,11,134.25,7.458,24.389,0.0,0.0,0.0,0,38.7,9.675,24.25,4,62.75,10.458,24.167,6,32.8,4.1,24.625,8,102.6,6.413,24.062,8.0,8.0,23.0,1,25.5,2.833,24.444,9,18.6,18.6,19.0,1,50.5,10.1,24.6,5,43.432,3.341,24.077,0.0,0.0,0.0,0,10.1,2.02,25.6,5,9.0,9.0,24.0,1,24.332,3.476,23.0,7,2,26,7,5,72,25,47,2.24,0,0,2,19,13,6,54,31,23,1.84,0,3,23,11,4,83,41,42,2.11,0
Serie A,FC Internazionale,2013,59.89,4.991,23.583,0.0,0.0,0.0,0,14.84,2.473,23.5,6,26.3,6.575,25.25,4,18.75,9.375,20.5,2,11.0,1.1,21.8,0.0,0.0,0.0,0,8.0,1.6,22.6,5,1.8,0.6,20.0,3,1.2,0.6,22.5,2,16.95,2.119,23.625,0.0,0.0,0.0,0,11.15,2.787,22.5,4,5.8,1.45,24.75,4,0.0,0.0,0.0,0,23.5,1.679,22.071,0.0,0.0,0.0,0,3.25,0.65,22.6,5,10.0,1.429,22.429,7,10.25,5.125,19.5,2,102.45,7.881,24.846,0.0,0.0,0.0,0,18.3,3.66,24.6,5,60.95,15.238,25.75,4,23.2,5.8,24.25,4,115.32,6.784,24.765,0.0,0.0,0.0,0,7.45,1.862,25.25,4,87.1,8.71,25.2,10,20.77,6.923,22.667,3,159.85,13.321,24.833,0.0,0.0,0.0,0,29.3,9.767,28.0,3,69.0,17.25,24.25,4,61.55,12.31,23.4,5,18.5,2.643,23.429,0.0,0.0,0.0,0,14.1,3.525,24.75,4,3.9,1.95,23.0,2,0.5,0.5,19.0,1,5,15,15,8,62,39,23,1.58,0,1,8,14,13,11,59,48,11,1.45,0,4,20,7,11,50,38,12,1.76,1
Serie A,Juventus FC,2013,45.5,3.5,22.538,1.78,1.78,21.0,1,20.56,6.853,24.333,3,2.55,0.85,21.667,3,20.61,3.435,22.333,6,69.092,5.315,22.846,1.892,0.631,20.667,3,9.95,2.488,20.5,4,11.25,5.625,29.0,2,46.0,11.5,23.75,4,59.3,3.488,23.0,3.9,1.3,22.667,3,15.4,2.2,23.857,7,15.6,3.9,23.25,4,24.4,8.133,21.0,3,24.407,1.877,24.154,0.0,0.0,0.0,0,6.0,2.0,26.0,3,3.787,1.262,23.0,3,14.62,2.089,23.857,7,185.499,11.594,23.062,3.1,1.55,21.5,2,29.8,14.9,25.5,2,71.199,10.171,22.571,7,81.4,16.28,23.4,5,81.28,6.773,23.167,0.0,0.0,0.0,0,15.28,3.82,24.5,4,40.35,13.45,22.667,3,25.65,5.13,22.4,5,170.2,21.275,24.75,0.0,0.0,0.0,0,27.0,9.0,26.333,3,17.8,8.9,25.0,2,125.4,41.8,23.0,3,176.929,10.408,24.941,2.1,1.05,24.5,2,6.155,2.052,25.667,3,131.64,16.455,25.375,8,37.034,9.258,23.75,4,1,33,3,2,80,23,57,2.68,0,0,1,26,9,3,72,24,48,2.29,0,1,29,4,5,75,20,55,2.39,0
Serie A,SSC Napoli,2013,107.45,8.265,24.231,5.0,5.0,23.0,1,25.25,5.05,24.2,5,10.5,5.25,20.5,2,66.7,13.34,26.0,5,74.2,12.367,28.333,0.5,0.5,36.0,1,0.0,0.0,0.0,0,4.2,4.2,27.0,1,69.5,17.375,26.75,4,34.8,5.8,25.667,2.0,2.0,30.0,1,7.75,7.75,23.0,1,11.3,5.65,25.0,2,13.75,6.875,25.5,2,20.451,2.922,27.714,0.0,0.0,0.0,0,10.301,3.434,30.0,3,8.75,2.917,26.667,3,1.4,1.4,24.0,1,42.7,3.882,24.091,2.0,2.0,32.0,1,13.5,4.5,23.667,3,27.2,3.886,23.143,7,0.0,0.0,0.0,0,18.29,2.032,25.0,0.75,0.75,24.0,1,2.0,2.0,29.0,1,9.51,1.902,25.8,5,6.03,3.015,21.5,2,99.09,11.01,23.444,0.0,0.0,0.0,0,15.0,7.5,25.0,2,33.5,8.375,23.25,4,50.59,16.863,22.667,3,116.805,12.978,26.111,0.455,0.455,32.0,1,0.2,0.2,25.0,1,9.0,2.25,25.75,4,107.15,35.717,25.0,3,3,23,9,6,77,39,38,2.05,0,0,5,18,9,11,70,54,16,1.66,0,2,25,7,6,80,32,48,2.16,0
Serie A,AC Milan,2013,43.13,4.313,25.3,0.0,0.0,0.0,0,13.83,3.458,25.25,4,14.3,3.575,25.5,4,15.0,7.5,25.0,2,17.4,4.35,23.25,0.0,0.0,0.0,0,3.9,1.95,22.0,2,13.5,6.75,24.5,2,0.0,0.0,0.0,0,16.9,1.878,25.111,0.0,0.0,0.0,0,7.8,1.95,26.5,4,6.3,3.15,23.0,2,2.8,0.933,24.667,3,28.2,7.05,23.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.2,2.733,23.0,3,20.0,20.0,24.0,1,102.27,12.784,24.5,0.0,0.0,0.0,0,29.5,14.75,24.0,2,25.47,6.368,23.0,4,47.3,23.65,28.0,2,11.16,1.594,23.429,0.0,0.0,0.0,0,2.5,2.5,29.0,1,4.0,4.0,23.0,1,4.66,0.932,22.4,5,29.56,4.223,25.0,0.0,0.0,0.0,0,9.56,9.56,23.0,1,9.3,3.1,27.333,3,10.7,3.567,23.333,3,25.15,3.593,24.714,0.0,0.0,0.0,0,0.05,0.05,21.0,1,6.4,6.4,23.0,1,18.7,3.74,25.8,5,8,16,9,13,57,49,8,1.5,1,1,10,13,13,12,56,50,6,1.37,1,7,15,12,11,49,43,6,1.5,0
Serie A,Atalanta BC,2013,11.325,1.258,23.0,0.0,0.0,0.0,0,3.05,1.525,19.5,2,6.1,1.525,26.5,4,2.175,0.725,20.667,3,6.2,1.55,25.75,0.0,0.0,0.0,0,4.9,2.45,26.5,2,0.8,0.8,24.0,1,0.5,0.5,26.0,1,11.09,1.848,24.0,0.0,0.0,0.0,0,1.3,0.65,27.0,2,4.47,4.47,26.0,1,5.32,1.773,21.333,3,20.0,2.857,26.857,6.0,3.0,25.0,2,0.1,0.1,33.0,1,7.4,2.467,28.333,3,6.5,6.5,20.0,1,23.83,2.166,22.273,0.96,0.96,19.0,1,3.87,3.87,24.0,1,15.5,2.583,21.833,6,3.5,1.167,23.667,3,37.95,4.744,23.375,0.0,0.0,0.0,0,11.3,5.65,25.5,2,26.65,4.442,22.667,6,0.0,0.0,0.0,0,15.94,1.771,22.667,1.7,0.85,22.5,2,3.94,1.313,24.0,3,1.1,0.55,21.0,2,9.2,4.6,22.5,2,41.33,5.904,24.857,0.33,0.33,24.0,1,23.0,11.5,25.0,2,16.0,5.333,25.667,3,2.0,2.0,23.0,1,11,15,5,18,43,51,-8,1.32,1,2,17,7,16,15,38,57,-19,0.97,1,13,11,12,15,41,47,-6,1.18,0
Serie A,Genoa CFC,2013,23.44,2.344,24.5,0.3,0.3,35.0,1,5.88,2.94,23.0,2,9.65,2.412,22.75,4,7.61,2.537,24.333,3,30.231,2.159,25.0,0.0,0.0,0.0,0,10.231,2.046,28.2,5,5.7,1.9,25.333,3,14.3,2.383,22.167,6,7.45,0.931,25.5,0.0,0.0,0.0,0,1.9,0.633,23.333,3,0.7,0.7,29.0,1,4.85,1.212,26.25,4,25.95,3.707,27.429,0.1,0.1,36.0,1,5.95,2.975,20.5,2,11.9,5.95,26.0,2,8.0,4.0,31.5,2,16.7,1.518,24.545,0.0,0.0,0.0,0,7.35,1.838,25.0,4,0.5,0.5,31.0,1,8.85,1.475,23.167,6,43.15,3.319,24.692,0.0,0.0,0.0,0,6.25,3.125,24.0,2,21.9,4.38,23.2,5,15.0,2.5,26.167,6,27.2,2.092,24.692,0.0,0.0,0.0,0,17.45,2.493,26.143,7,1.9,0.633,21.333,3,7.85,2.617,24.667,3,50.3,7.186,27.714,0.0,0.0,0.0,0,13.8,6.9,29.0,2,9.3,4.65,26.5,2,27.2,9.067,27.667,3,14,11,11,16,41,50,-9,1.16,1,0,6,16,11,11,62,47,15,1.55,1,11,13,7,18,45,48,-3,1.21,2
Serie A,SS Lazio,2013,26.83,5.366,23.4,0.4,0.4,24.0,1,0.0,0.0,0.0,0,16.6,8.3,26.5,2,9.83,4.915,20.0,2,28.45,4.742,27.667,0.3,0.3,35.0,1,1.5,1.5,28.0,1,18.0,18.0,28.0,1,8.65,2.883,25.0,3,12.75,3.188,27.25,0.0,0.0,0.0,0,8.25,2.75,26.667,3,4.5,4.5,29.0,1,0.0,0.0,0.0,0,0.15,0.15,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.15,0.15,22.0,1,31.25,5.208,24.333,2.6,2.6,28.0,1,13.65,4.55,26.0,3,12.0,12.0,20.0,1,3.0,3.0,20.0,1,2.37,0.79,27.667,0.0,0.0,0.0,0,1.75,1.75,24.0,1,0.2,0.2,32.0,1,0.42,0.42,27.0,1,32.7,4.671,22.571,0.0,0.0,0.0,0,17.75,4.438,21.5,4,5.5,2.75,23.0,2,9.45,9.45,26.0,1,28.7,4.783,26.833,0.7,0.7,27.0,1,1.0,0.5,29.0,2,27.0,9.0,25.333,3,0.0,0.0,0.0,0,9,15,11,12,54,54,0,1.47,1,0,3,21,6,11,71,38,33,1.82,1,8,15,9,14,52,52,0,1.42,0
