league_name,club_name,year,total_fee_in,mean_fee_in,mean_age_in,total_fee_in_GK,mean_fee_in_GK,mean_age_in_GK,count_GK_in,total_fee_in_DEF,mean_fee_in_DEF,mean_age_in_DEF,count_DEF_in,total_fee_in_MID,mean_fee_in_MID,mean_age_in_MID,count_MID_in,total_fee_in_STK,mean_fee_in_STK,mean_age_in_STK,count_STK_in,total_fee_out,mean_fee_out,mean_age_out,total_fee_out_GK,mean_fee_out_GK,mean_age_out_GK,count_GK_out,total_fee_out_DEF,mean_fee_out_DEF,mean_age_out_DEF,count_DEF_out,total_fee_out_MID,mean_fee_out_MID,mean_age_out_MID,count_MID_out,total_fee_out_STK,mean_fee_out_STK,mean_age_out_STK,count_STK_out,total_fee_in_1_years_future,mean_fee_in_1_years_future,mean_age_in_1_years_future,total_fee_in_GK_1_years_future,mean_fee_in_GK_1_years_future,mean_age_in_GK_1_years_future,count_GK_in_1_years_future,total_fee_in_DEF_1_years_future,mean_fee_in_DEF_1_years_future,mean_age_in_DEF_1_years_future,count_DEF_in_1_years_future,total_fee_in_MID_1_years_future,mean_fee_in_MID_1_years_future,mean_age_in_MID_1_years_future,count_MID_in_1_years_future,total_fee_in_STK_1_years_future,mean_fee_in_STK_1_years_future,mean_age_in_STK_1_years_future,count_STK_in_1_years_future,total_fee_out_1_years_future,mean_fee_out_1_years_future,mean_age_out_1_years_future,total_fee_out_GK_1_years_future,mean_fee_out_GK_1_years_future,mean_age_out_GK_1_years_future,count_GK_out_1_years_future,total_fee_out_DEF_1_years_future,mean_fee_out_DEF_1_years_future,mean_age_out_DEF_1_years_future,count_DEF_out_1_years_future,total_fee_out_MID_1_years_future,mean_fee_out_MID_1_years_future,mean_age_out_MID_1_years_future,count_MID_out_1_years_future,total_fee_out_STK_1_years_future,mean_fee_out_STK_1_years_future,mean_age_out_STK_1_years_future,count_STK_out_1_years_future,total_fee_in_2_years_future,mean_fee_in_2_years_future,mean_age_in_2_years_future,total_fee_in_GK_2_years_future,mean_fee_in_GK_2_years_future,mean_age_in_GK_2_years_future,count_GK_in_2_years_future,total_fee_in_DEF_2_years_future,mean_fee_in_DEF_2_years_future,mean_age_in_DEF_2_years_future,count_DEF_in_2_years_future,total_fee_in_MID_2_years_future,mean_fee_in_MID_2_years_future,mean_age_in_MID_2_years_future,count_MID_in_2_years_future,total_fee_in_STK_2_years_future,mean_fee_in_STK_2_years_future,mean_age_in_STK_2_years_future,count_STK_in_2_years_future,total_fee_out_2_years_future,mean_fee_out_2_years_future,mean_age_out_2_years_future,total_fee_out_GK_2_years_future,mean_fee_out_GK_2_years_future,mean_age_out_GK_2_years_future,count_GK_out_2_years_future,total_fee_out_DEF_2_years_future,mean_fee_out_DEF_2_years_future,mean_age_out_DEF_2_years_future,count_DEF_out_2_years_future,total_fee_out_MID_2_years_future,mean_fee_out_MID_2_years_future,mean_age_out_MID_2_years_future,count_MID_out_2_years_future,total_fee_out_STK_2_years_future,mean_fee_out_STK_2_years_future,mean_age_out_STK_2_years_future,count_STK_out_2_years_future,total_fee_in_3_years_future,mean_fee_in_3_years_future,mean_age_in_3_years_future,total_fee_in_GK_3_years_future,mean_fee_in_GK_3_years_future,mean_age_in_GK_3_years_future,count_GK_in_3_years_future,total_fee_in_DEF_3_years_future,mean_fee_in_DEF_3_years_future,mean_age_in_DEF_3_years_future,count_DEF_in_3_years_future,total_fee_in_MID_3_years_future,mean_fee_in_MID_3_years_future,mean_age_in_MID_3_years_future,count_MID_in_3_years_future,total_fee_in_STK_3_years_future,mean_fee_in_STK_3_years_future,mean_age_in_STK_3_years_future,count_STK_in_3_years_future,total_fee_out_3_years_future,mean_fee_out_3_years_future,mean_age_out_3_years_future,total_fee_out_GK_3_years_future,mean_fee_out_GK_3_years_future,mean_age_out_GK_3_years_future,count_GK_out_3_years_future,total_fee_out_DEF_3_years_future,mean_fee_out_DEF_3_years_future,mean_age_out_DEF_3_years_future,count_DEF_out_3_years_future,total_fee_out_MID_3_years_future,mean_fee_out_MID_3_years_future,mean_age_out_MID_3_years_future,count_MID_out_3_years_future,total_fee_out_STK_3_years_future,mean_fee_out_STK_3_years_future,mean_age_out_STK_3_years_future,count_STK_out_3_years_future,PF
Ligue 1,RC Lens,2009,4.95,1.237,25.75,0.6,0.6,26.0,1,1.0,1.0,27.0,1,0.35,0.35,22.0,1,3.0,3.0,28.0,1,3.0,1.5,22.5,0.0,0.0,0.0,0,2.5,2.5,17.0,1,0.0,0.0,0.0,0,0.5,0.5,28.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.315,2.772,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315,0.315,23.0,1.0,8.0,4.0,26.0,2.0,4.95,1.237,25.75,0.6,0.6,26.0,1.0,1.0,1.0,27.0,1.0,0.35,0.35,22.0,1.0,3.0,3.0,28.0,1.0,3.0,1.5,22.5,0.0,0.0,0.0,0.0,2.5,2.5,17.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,28.0,1.0,4.95,1.237,25.75,0.6,0.6,26.0,1.0,1.0,1.0,27.0,1.0,0.35,0.35,22.0,1.0,3.0,3.0,28.0,1.0,3.0,1.5,22.5,0.0,0.0,0.0,0.0,2.5,2.5,17.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,28.0,1.0,1
Ligue 1,Stade Rennais FC,2009,14.6,4.867,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.6,1.8,21.0,2,11.0,11.0,24.0,1,13.802,3.45,27.0,0.0,0.0,0.0,0,1.5,1.5,25.0,1,12.302,4.101,27.667,3,0.0,0.0,0.0,0,22.2,2.775,23.375,1.0,1.0,22.0,1.0,6.5,3.25,21.5,2.0,2.7,1.35,26.0,2.0,12.0,4.0,23.333,3.0,34.125,6.825,26.6,0.0,0.0,0.0,0.0,4.125,2.062,30.0,2.0,0.0,0.0,0.0,0.0,30.0,10.0,24.333,3.0,16.8,3.36,25.6,0.0,0.0,0.0,0.0,1.0,1.0,20.0,1.0,4.0,4.0,28.0,1.0,11.8,3.933,26.667,3.0,5.5,1.375,22.5,0.0,0.0,0.0,0.0,1.5,1.5,22.0,1.0,2.5,1.25,23.5,2.0,1.5,1.5,21.0,1.0,8.7,2.9,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,3.1,21.5,2.0,2.5,2.5,23.0,1.0,27.5,3.438,25.375,0.0,0.0,0.0,0.0,3.0,3.0,29.0,1.0,16.0,5.333,23.667,3.0,8.5,2.125,25.75,4.0,1
Ligue 1,Valenciennes FC,2009,5.45,1.09,23.8,0.0,0.0,0.0,0,1.2,0.6,22.0,2,2.25,1.125,24.5,2,2.0,2.0,26.0,1,0.5,0.5,29.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5,0.5,29.0,1,1.8,0.9,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.9,23.0,2.0,8.5,2.833,27.0,0.0,0.0,0.0,0.0,1.5,1.5,28.0,1.0,0.0,0.0,0.0,0.0,7.0,3.5,26.5,2.0,4.1,1.025,22.5,0.0,0.0,0.0,0.0,3.1,1.55,21.5,2.0,1.0,0.5,23.5,2.0,0.0,0.0,0.0,0.0,4.2,2.1,23.5,0.0,0.0,0.0,0.0,3.2,3.2,27.0,1.0,1.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,3.6,0.9,24.0,0.0,0.0,0.0,0.0,2.3,1.15,20.5,2.0,0.0,0.0,0.0,0.0,1.3,0.65,27.5,2.0,4.0,2.0,27.0,0.0,0.0,0.0,0.0,3.5,3.5,25.0,1.0,0.5,0.5,29.0,1.0,0.0,0.0,0.0,0.0,1
Ligue 1,AS Saint-Étienne,2009,19.5,3.25,24.5,0.8,0.8,28.0,1,0.0,0.0,0.0,0,4.5,2.25,23.5,2,14.2,4.733,24.0,3,14.4,4.8,26.0,0.4,0.4,27.0,1,0.0,0.0,0.0,0,1.0,1.0,28.0,1,13.0,13.0,23.0,1,3.925,0.981,26.5,0.0,0.0,0.0,0.0,0.125,0.125,31.0,1.0,3.2,1.6,27.0,2.0,0.6,0.6,21.0,1.0,5.25,1.312,23.0,0.0,0.0,0.0,0.0,1.1,1.1,23.0,1.0,3.25,1.625,23.5,2.0,0.9,0.9,22.0,1.0,16.1,1.61,25.1,3.0,3.0,24.0,1.0,2.3,1.15,29.0,2.0,3.3,1.65,25.0,2.0,7.5,1.5,23.8,5.0,28.86,3.608,25.0,0.0,0.0,0.0,0.0,0.46,0.46,32.0,1.0,18.0,4.5,24.25,4.0,10.4,3.467,23.667,3.0,4.5,2.25,23.5,0.0,0.0,0.0,0.0,0.5,0.5,22.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,25.0,1.0,4.6,2.3,22.5,0.0,0.0,0.0,0.0,0.8,0.8,21.0,1.0,0.0,0.0,0.0,0.0,3.8,3.8,24.0,1.0,2
Ligue 1,FC Sochaux-Montbéliard,2009,7.5,1.875,24.75,0.0,0.0,0.0,0,2.0,1.0,27.5,2,0.0,0.0,0.0,0,5.5,2.75,22.0,2,10.2,3.4,21.333,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.7,0.85,21.0,2,8.5,8.5,22.0,1,3.3,1.65,26.0,0.0,0.0,0.0,0.0,0.3,0.3,30.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,22.0,1.0,2.5,1.25,27.5,0.0,0.0,0.0,0.0,1.0,1.0,24.0,1.0,1.5,1.5,31.0,1.0,0.0,0.0,0.0,0.0,5.25,1.312,20.5,0.0,0.0,0.0,0.0,3.5,1.75,20.0,2.0,0.0,0.0,0.0,0.0,1.75,0.875,21.0,2.0,11.5,5.75,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,25.0,1.0,9.0,9.0,22.0,1.0,7.75,1.55,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,2.375,24.0,2.0,3.0,1.0,24.0,3.0,16.86,4.215,24.0,0.0,0.0,0.0,0.0,0.75,0.75,28.0,1.0,10.0,10.0,24.0,1.0,6.11,3.055,22.0,2.0,2
Ligue 1,Grenoble Foot 38,2009,3.6,0.72,25.6,0.4,0.4,27.0,1,1.5,1.5,22.0,1,1.1,0.55,29.0,2,0.6,0.6,21.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.6,0.72,25.6,0.4,0.4,27.0,1.0,1.5,1.5,22.0,1.0,1.1,0.55,29.0,2.0,0.6,0.6,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.72,25.6,0.4,0.4,27.0,1.0,1.5,1.5,22.0,1.0,1.1,0.55,29.0,2.0,0.6,0.6,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.72,25.6,0.4,0.4,27.0,1.0,1.5,1.5,22.0,1.0,1.1,0.55,29.0,2.0,0.6,0.6,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Ligue 1,Le Mans FC,2009,2.633,0.878,25.667,0.8,0.8,26.0,1,1.5,1.5,28.0,1,0.333,0.333,23.0,1,0.0,0.0,0.0,0,10.5,5.25,22.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,4.0,23.0,1,6.5,6.5,22.0,1,2.633,0.878,25.667,0.8,0.8,26.0,1.0,1.5,1.5,28.0,1.0,0.333,0.333,23.0,1.0,0.0,0.0,0.0,0.0,10.5,5.25,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,23.0,1.0,6.5,6.5,22.0,1.0,2.633,0.878,25.667,0.8,0.8,26.0,1.0,1.5,1.5,28.0,1.0,0.333,0.333,23.0,1.0,0.0,0.0,0.0,0.0,10.5,5.25,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,23.0,1.0,6.5,6.5,22.0,1.0,2.633,0.878,25.667,0.8,0.8,26.0,1.0,1.5,1.5,28.0,1.0,0.333,0.333,23.0,1.0,0.0,0.0,0.0,0.0,10.5,5.25,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,23.0,1.0,6.5,6.5,22.0,1.0,2
Ligue 1,OGC Nice,2009,3.5,1.75,25.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.5,1.75,25.5,2,1.45,0.483,29.667,0.0,0.0,0.0,0,1.4,0.7,30.5,2,0.0,0.0,0.0,0,0.05,0.05,28.0,1,1.7,0.567,25.333,0.0,0.0,0.0,0.0,1.4,0.7,22.5,2.0,0.0,0.0,0.0,0.0,0.3,0.3,31.0,1.0,23.0,7.667,22.667,0.0,0.0,0.0,0.0,4.0,4.0,23.0,1.0,0.0,0.0,0.0,0.0,19.0,9.5,22.5,2.0,8.35,1.392,24.667,0.0,0.0,0.0,0.0,2.1,2.1,24.0,1.0,3.55,1.183,24.667,3.0,2.7,1.35,25.0,2.0,0.6,0.3,25.0,0.0,0.0,0.0,0.0,0.5,0.5,24.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,26.0,1.0,6.0,2.0,23.667,0.0,0.0,0.0,0.0,3.0,3.0,23.0,1.0,1.5,1.5,20.0,1.0,1.5,1.5,28.0,1.0,8.7,1.74,24.4,0.0,0.0,0.0,0.0,3.0,3.0,25.0,1.0,1.5,1.5,26.0,1.0,4.2,1.4,23.667,3.0,2
Ligue 1,US Boulogne,2009,2.035,0.509,24.0,0.5,0.5,26.0,1,1.15,0.575,23.0,2,0.0,0.0,0.0,0,0.385,0.385,24.0,1,2.15,2.15,22.0,0.0,0.0,0.0,0,2.15,2.15,22.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.035,0.509,24.0,0.5,0.5,26.0,1.0,1.15,0.575,23.0,2.0,0.0,0.0,0.0,0.0,0.385,0.385,24.0,1.0,2.15,2.15,22.0,0.0,0.0,0.0,0.0,2.15,2.15,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.035,0.509,24.0,0.5,0.5,26.0,1.0,1.15,0.575,23.0,2.0,0.0,0.0,0.0,0.0,0.385,0.385,24.0,1.0,2.15,2.15,22.0,0.0,0.0,0.0,0.0,2.15,2.15,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.035,0.509,24.0,0.5,0.5,26.0,1.0,1.15,0.575,23.0,2.0,0.0,0.0,0.0,0.0,0.385,0.385,24.0,1.0,2.15,2.15,22.0,0.0,0.0,0.0,0.0,2.15,2.15,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Ligue 1,FC Sochaux-Montbéliard,2010,3.3,1.65,26.0,0.0,0.0,0.0,0,0.3,0.3,30.0,1,0.0,0.0,0.0,0,3.0,3.0,22.0,1,2.5,1.25,27.5,0.0,0.0,0.0,0,1.0,1.0,24.0,1,1.5,1.5,31.0,1,0.0,0.0,0.0,0,5.25,1.312,20.5,0.0,0.0,0.0,0.0,3.5,1.75,20.0,2.0,0.0,0.0,0.0,0.0,1.75,0.875,21.0,2.0,11.5,5.75,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,25.0,1.0,9.0,9.0,22.0,1.0,7.75,1.55,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,2.375,24.0,2.0,3.0,1.0,24.0,3.0,16.86,4.215,24.0,0.0,0.0,0.0,0.0,0.75,0.75,28.0,1.0,10.0,10.0,24.0,1.0,6.11,3.055,22.0,2.0,3.15,1.05,24.667,0.0,0.0,0.0,0.0,1.4,0.7,25.0,2.0,1.75,1.75,24.0,1.0,0.0,0.0,0.0,0.0,2.5,1.25,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,1.0,1.5,1.5,24.0,1.0,0
Ligue 1,LOSC Lille,2010,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.3,1.15,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.3,1.15,27.0,2,23.4,2.925,25.375,0.0,0.0,0.0,0.0,2.2,0.733,29.0,3.0,10.5,5.25,27.0,2.0,10.7,3.567,20.667,3.0,36.9,5.271,25.429,0.0,0.0,0.0,0.0,8.0,4.0,25.0,2.0,6.0,3.0,26.0,2.0,22.9,7.633,25.333,3.0,22.5,3.75,20.333,0.0,0.0,0.0,0.0,2.5,2.5,19.0,1.0,12.7,6.35,21.0,2.0,7.3,2.433,20.333,3.0,41.2,20.6,24.0,0.0,0.0,0.0,0.0,6.2,6.2,27.0,1.0,0.0,0.0,0.0,0.0,35.0,35.0,21.0,1.0,2.95,1.475,22.5,0.0,0.0,0.0,0.0,2.95,1.475,22.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,10.5,23.25,0.0,0.0,0.0,0.0,21.3,10.65,23.5,2.0,8.7,8.7,26.0,1.0,12.0,12.0,20.0,1.0,0
Ligue 1,Olympique Lyon,2010,28.44,9.48,24.667,0.0,0.0,0.0,0,0.44,0.44,26.0,1,22.0,22.0,24.0,1,6.0,6.0,24.0,1,10.815,2.704,28.75,0.0,0.0,0.0,0,0.915,0.915,30.0,1,8.7,4.35,27.0,2,1.2,1.2,31.0,1,4.6,1.533,22.333,0.0,0.0,0.0,0.0,2.8,1.4,23.5,2.0,1.8,1.8,20.0,1.0,0.0,0.0,0.0,0.0,22.0,11.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,24.0,2.0,0.0,0.0,0.0,0.0,8.75,2.917,26.667,0.0,0.0,0.0,0.0,5.75,2.875,26.5,2.0,3.0,3.0,27.0,1.0,0.0,0.0,0.0,0.0,30.1,4.3,24.286,12.6,12.6,25.0,1.0,9.0,4.5,23.5,2.0,5.0,1.667,26.0,3.0,3.5,3.5,20.0,1.0,4.0,1.333,28.667,0.0,0.0,0.0,0.0,3.0,1.5,27.5,2.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,1.0,24.5,6.125,27.0,0.0,0.0,0.0,0.0,13.3,6.65,24.5,2.0,4.0,4.0,29.0,1.0,7.2,7.2,30.0,1.0,0
Ligue 1,Olympique Marseille,2010,41.5,10.375,24.0,0.0,0.0,0.0,0,10.0,5.0,24.5,2,0.0,0.0,0.0,0,31.5,15.75,23.5,2,22.6,3.767,25.0,0.0,0.0,0.0,0,0.8,0.8,22.0,1,8.5,4.25,23.0,2,13.3,4.433,27.333,3,11.0,3.667,25.667,0.0,0.0,0.0,0.0,6.0,3.0,24.0,2.0,5.0,5.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,1.45,25.167,0.4,0.4,18.0,1.0,2.8,1.4,23.5,2.0,2.5,1.25,29.0,2.0,3.0,3.0,28.0,1.0,29.8,5.96,26.0,0.0,0.0,0.0,0.0,8.8,8.8,22.0,1.0,10.5,3.5,27.333,3.0,10.5,10.5,26.0,1.0,39.4,5.629,21.857,0.0,0.0,0.0,0.0,4.0,4.0,18.0,1.0,20.9,5.225,22.25,4.0,14.5,7.25,23.0,2.0,1.05,0.35,24.667,0.0,0.0,0.0,0.0,0.3,0.3,26.0,1.0,0.75,0.375,24.0,2.0,0.0,0.0,0.0,0.0,0
Ligue 1,Paris Saint-Germain,2010,9.0,3.0,27.667,0.0,0.0,0.0,0,1.5,1.5,28.0,1,7.5,3.75,27.5,2,0.0,0.0,0.0,0,7.0,7.0,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.0,7.0,26.0,1,0.0,0.0,0.0,0,107.1,9.736,26.273,3.9,3.9,24.0,1.0,14.7,3.675,29.0,4.0,69.5,17.375,25.25,4.0,19.0,9.5,24.0,2.0,9.4,2.35,23.0,0.0,0.0,0.0,0.0,0.5,0.5,21.0,1.0,2.3,1.15,23.5,2.0,6.6,6.6,24.0,1.0,151.0,25.167,24.5,0.0,0.0,0.0,0.0,48.0,24.0,25.5,2.0,12.0,12.0,19.0,1.0,91.0,30.333,25.667,3.0,4.75,2.375,28.0,0.0,0.0,0.0,0.0,2.75,2.75,28.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,28.0,1.0,135.9,33.975,23.0,0.0,0.0,0.0,0.0,46.4,23.2,19.0,2.0,25.0,25.0,28.0,1.0,64.5,64.5,26.0,1.0,26.5,13.25,24.5,0.0,0.0,0.0,0.0,19.0,19.0,23.0,1.0,0.0,0.0,0.0,0.0,7.5,7.5,26.0,1.0,0
Ligue 1,Stade Rennais FC,2010,22.2,2.775,23.375,1.0,1.0,22.0,1,6.5,3.25,21.5,2,2.7,1.35,26.0,2,12.0,4.0,23.333,3,34.125,6.825,26.6,0.0,0.0,0.0,0,4.125,2.062,30.0,2,0.0,0.0,0.0,0,30.0,10.0,24.333,3,16.8,3.36,25.6,0.0,0.0,0.0,0.0,1.0,1.0,20.0,1.0,4.0,4.0,28.0,1.0,11.8,3.933,26.667,3.0,5.5,1.375,22.5,0.0,0.0,0.0,0.0,1.5,1.5,22.0,1.0,2.5,1.25,23.5,2.0,1.5,1.5,21.0,1.0,8.7,2.9,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,3.1,21.5,2.0,2.5,2.5,23.0,1.0,27.5,3.438,25.375,0.0,0.0,0.0,0.0,3.0,3.0,29.0,1.0,16.0,5.333,23.667,3.0,8.5,2.125,25.75,4.0,15.05,1.881,25.375,0.0,0.0,0.0,0.0,2.0,2.0,25.0,1.0,5.75,1.917,28.667,3.0,7.3,1.825,23.0,4.0,16.6,2.371,24.143,0.0,0.0,0.0,0.0,8.5,2.833,22.333,3.0,0.0,0.0,0.0,0.0,8.1,2.025,25.5,4.0,0
Ligue 1,AJ Auxerre,2010,3.5,1.75,24.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5,0.5,24.0,1,3.0,3.0,25.0,1,2.43,1.215,23.5,0.0,0.0,0.0,0,0.93,0.93,26.0,1,0.0,0.0,0.0,0,1.5,1.5,21.0,1,3.75,1.25,25.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.875,24.5,2.0,2.0,2.0,27.0,1.0,3.5,1.75,30.0,0.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0,1.5,1.5,30.0,1.0,0.0,0.0,0.0,0.0,3.5,1.75,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,24.0,1.0,3.0,3.0,25.0,1.0,2.43,1.215,23.5,0.0,0.0,0.0,0.0,0.93,0.93,26.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,21.0,1.0,3.5,1.75,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,24.0,1.0,3.0,3.0,25.0,1.0,2.43,1.215,23.5,0.0,0.0,0.0,0.0,0.93,0.93,26.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,21.0,1.0,1
Ligue 1,AS Nancy-Lorraine,2010,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.05,2.013,22.5,0.0,0.0,0.0,0,0.25,0.125,22.0,2,0.0,0.0,0.0,0,7.8,3.9,23.0,2,5.35,1.07,23.4,0.8,0.8,25.0,1.0,0.0,0.0,0.0,0.0,1.9,0.95,24.0,2.0,2.65,1.325,22.0,2.0,9.6,1.6,26.333,0.0,0.0,0.0,0.0,0.7,0.35,27.5,2.0,7.2,2.4,24.0,3.0,1.7,1.7,31.0,1.0,4.7,1.175,21.25,0.0,0.0,0.0,0.0,1.2,1.2,21.0,1.0,1.5,0.75,21.0,2.0,2.0,2.0,22.0,1.0,6.5,3.25,21.5,0.0,0.0,0.0,0.0,2.5,2.5,20.0,1.0,4.0,4.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,2.013,22.5,0.0,0.0,0.0,0.0,0.25,0.125,22.0,2.0,0.0,0.0,0.0,0.0,7.8,3.9,23.0,2.0,1
Ligue 1,AS Saint-Étienne,2010,3.925,0.981,26.5,0.0,0.0,0.0,0,0.125,0.125,31.0,1,3.2,1.6,27.0,2,0.6,0.6,21.0,1,5.25,1.312,23.0,0.0,0.0,0.0,0,1.1,1.1,23.0,1,3.25,1.625,23.5,2,0.9,0.9,22.0,1,16.1,1.61,25.1,3.0,3.0,24.0,1.0,2.3,1.15,29.0,2.0,3.3,1.65,25.0,2.0,7.5,1.5,23.8,5.0,28.86,3.608,25.0,0.0,0.0,0.0,0.0,0.46,0.46,32.0,1.0,18.0,4.5,24.25,4.0,10.4,3.467,23.667,3.0,4.5,2.25,23.5,0.0,0.0,0.0,0.0,0.5,0.5,22.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,25.0,1.0,4.6,2.3,22.5,0.0,0.0,0.0,0.0,0.8,0.8,21.0,1.0,0.0,0.0,0.0,0.0,3.8,3.8,24.0,1.0,16.6,2.767,25.0,0.0,0.0,0.0,0.0,7.0,2.333,25.667,3.0,5.0,5.0,26.0,1.0,4.5,4.5,26.0,1.0,42.95,8.59,23.0,0.0,0.0,0.0,0.0,19.6,9.8,20.5,2.0,10.0,10.0,22.0,1.0,13.35,6.675,26.0,2.0,1
Ligue 1,FC Girondins Bordeaux,2010,10.5,2.1,22.2,0.0,0.0,0.0,0,1.5,1.5,20.0,1,0.0,0.0,0.0,0,9.0,2.25,22.75,4,22.0,22.0,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,22.0,22.0,24.0,1,0.0,0.0,0.0,0,4.0,2.0,26.0,0.0,0.0,0.0,0.0,3.0,3.0,25.0,1.0,1.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,12.5,4.167,29.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,4.167,29.333,3.0,0.0,0.0,0.0,0.0,2.8,2.8,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.8,19.0,1.0,5.5,1.375,24.25,0.0,0.0,0.0,0.0,2.7,1.35,24.5,2.0,0.8,0.8,22.0,1.0,2.0,2.0,26.0,1.0,3.5,3.5,24.0,0.0,0.0,0.0,0.0,3.5,3.5,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.667,27.0,0.0,0.0,0.0,0.0,6.5,6.5,27.0,1.0,1.5,1.5,29.0,1.0,3.0,3.0,25.0,1.0,1
