accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,roc_auc_macro,Modelo,dataset,duration,league,model
0.7083333333333334,0.6952380952380951,0.7384615384615385,0.6952380952380951,0.7062430323299888,0.807983193277311,RandomForest,data_2,5years,serie_a_it,RandomForest
0.6666666666666666,0.6619047619047619,0.7361111111111112,0.6619047619047619,0.6767676767676768,0.7796918767507003,RandomForest,data_2,5years,serie_a_it,RandomForest
0.7083333333333334,0.707010582010582,0.8095238095238094,0.707010582010582,0.699416525503482,0.8702648420479303,RandomForest,data_2,5years,serie_a_it,RandomForest
0.6963350785340314,0.6987287738061733,0.7207367795603089,0.6987287738061733,0.7030782398429457,0.8504857930115611,Ensemble,data_3,1year,all_leagues,Ensemble
0.6596858638743456,0.660631078587735,0.6890657235484822,0.660631078587735,0.6680199905364305,0.835534033306315,Ensemble,data_3,1year,all_leagues,Ensemble
0.6335078534031413,0.6368249054007568,0.6672819250751982,0.6368249054007568,0.6407467532467533,0.8302189536962309,Ensemble,data_3,1year,all_leagues,Ensemble
0.6701570680628273,0.6677455671263721,0.712684333677967,0.6677455671263721,0.6780872649265314,0.8217382982733802,Ensemble,data_3,1year,all_leagues,Ensemble
0.6736842105263158,0.6721812071657273,0.7048355899419728,0.6721812071657273,0.6811965811965813,0.8164563714551619,Ensemble,data_3,1year,all_leagues,Ensemble
0.6111111111111112,0.6047619047619048,0.6746031746031745,0.6047619047619048,0.6218487394957983,0.7477140914640913,Ensemble,data_3,1year,bundesliga,Ensemble
0.5277777777777778,0.5275835275835276,0.5888888888888889,0.5275835275835276,0.5364664384272227,0.7572952208821775,Ensemble,data_3,1year,bundesliga,Ensemble
0.75,0.7534965034965034,0.7642857142857142,0.7534965034965034,0.7558190601668863,0.89360673344369,Ensemble,data_3,1year,bundesliga,Ensemble
0.6666666666666666,0.681818181818182,0.6753246753246754,0.681818181818182,0.6727272727272728,0.7950649350649351,Ensemble,data_3,1year,bundesliga,Ensemble
0.6666666666666666,0.6623376623376623,0.684173669467787,0.6623376623376623,0.6611085138434367,0.8338528138528138,Ensemble,data_3,1year,bundesliga,Ensemble
0.7222222222222222,0.7282051282051283,0.7527472527472527,0.7282051282051283,0.7268335529205094,0.8686733556298772,AdaBoost_DT,data_3,1year,la_liga,AdaBoost_DT
0.8055555555555556,0.8128205128205129,0.8291666666666666,0.8128205128205129,0.8137431284357821,0.918561872909699,AdaBoost_DT,data_3,1year,la_liga,AdaBoost_DT
0.5555555555555556,0.5512820512820512,0.5919723551302499,0.5512820512820512,0.548611111111111,0.7464604236343367,AdaBoost_DT,data_3,1year,la_liga,AdaBoost_DT
0.5833333333333334,0.5789580789580789,0.6254873294346979,0.5789580789580789,0.5900178253119429,0.8148954135266536,AdaBoost_DT,data_3,1year,la_liga,AdaBoost_DT
0.6,0.5954415954415954,0.6044117647058824,0.5954415954415954,0.5922136970730322,0.797979797979798,AdaBoost_DT,data_3,1year,la_liga,AdaBoost_DT
0.5384615384615384,0.5424297924297924,0.5539682539682539,0.5424297924297924,0.5454545454545454,0.7390851883159574,Ensemble,data_3,1year,ligue_1_fr,Ensemble
0.5384615384615384,0.525974025974026,0.5446428571428571,0.525974025974026,0.5259259259259259,0.7578354978354979,Ensemble,data_3,1year,ligue_1_fr,Ensemble
0.5641025641025641,0.5583028083028084,0.6324143692564745,0.5583028083028084,0.5661375661375662,0.8036659257172079,Ensemble,data_3,1year,ligue_1_fr,Ensemble
0.5384615384615384,0.543040293040293,0.5309343434343434,0.543040293040293,0.5305250305250305,0.790112186009622,Ensemble,data_3,1year,ligue_1_fr,Ensemble
0.6923076923076923,0.6953601953601954,0.6907536907536908,0.6953601953601954,0.6882716049382717,0.8293260142832791,Ensemble,data_3,1year,ligue_1_fr,Ensemble
0.725,0.7301587301587302,0.7601809954751131,0.7301587301587302,0.7403062886933854,0.8718711843711845,RandomForest,data_3,1year,premier_league,RandomForest
0.825,0.8333333333333334,0.8316017316017317,0.8333333333333334,0.8248677248677249,0.9403998778998779,RandomForest,data_3,1year,premier_league,RandomForest
0.8,0.8095238095238094,0.7987179487179487,0.8095238095238094,0.7986704653371319,0.93482905982906,RandomForest,data_3,1year,premier_league,RandomForest
0.725,0.7230769230769231,0.7635327635327634,0.7230769230769231,0.730926779313876,0.8894545516212183,RandomForest,data_3,1year,premier_league,RandomForest
0.65,0.655982905982906,0.6370920745920746,0.655982905982906,0.6388888888888888,0.8407742504409171,RandomForest,data_3,1year,premier_league,RandomForest
0.65,0.6428571428571428,0.6630718954248366,0.6428571428571428,0.6419725621060437,0.8516483516483516,AdaBoost_DT,data_3,1year,serie_a_it,AdaBoost_DT
0.7,0.7103174603174603,0.6944444444444445,0.7103174603174603,0.6996336996336997,0.894459706959707,AdaBoost_DT,data_3,1year,serie_a_it,AdaBoost_DT
0.675,0.6746031746031745,0.7375661375661376,0.6746031746031745,0.6857142857142856,0.7844932844932845,AdaBoost_DT,data_3,1year,serie_a_it,AdaBoost_DT
0.675,0.6865079365079364,0.6764957264957264,0.6865079365079364,0.6797170645446508,0.8334478021978023,AdaBoost_DT,data_3,1year,serie_a_it,AdaBoost_DT
0.65,0.6538461538461539,0.6754385964912281,0.6538461538461539,0.6556743909685087,0.7863523266856601,AdaBoost_DT,data_3,1year,serie_a_it,AdaBoost_DT
0.6797385620915033,0.6801644951766018,0.697784025363004,0.6801644951766018,0.6857638888888888,0.8155219443477627,Ensemble,data_3,3years,all_leagues,Ensemble
0.673202614379085,0.672562358276644,0.7240385212799006,0.672562358276644,0.6787421322194266,0.8380515253977393,Ensemble,data_3,3years,all_leagues,Ensemble
0.7516339869281046,0.7543186971758401,0.7688283859582782,0.7543186971758401,0.7585434672844457,0.8758693366977729,Ensemble,data_3,3years,all_leagues,Ensemble
0.7368421052631579,0.7347222222222222,0.7585213032581454,0.7347222222222222,0.741711389385808,0.8641286752699796,Ensemble,data_3,3years,all_leagues,Ensemble
0.7171052631578947,0.7166546125383898,0.7478213507625272,0.7166546125383898,0.724272509414584,0.8572706530426765,Ensemble,data_3,3years,all_leagues,Ensemble
0.6896551724137931,0.6577126577126576,0.673015873015873,0.6577126577126576,0.6607142857142857,0.7880994005994006,XGBoost,data_3,3years,bundesliga,XGBoost
0.5862068965517241,0.5482295482295482,0.6209150326797386,0.5482295482295482,0.5555555555555555,0.789053539053539,XGBoost,data_3,3years,bundesliga,XGBoost
0.5517241379310345,0.5331705331705332,0.5714285714285715,0.5331705331705332,0.5460875331564986,0.6610495985495987,XGBoost,data_3,3years,bundesliga,XGBoost
0.5172413793103449,0.4635734635734636,0.5185185185185185,0.4635734635734636,0.4528076463560335,0.6049871424871425,XGBoost,data_3,3years,bundesliga,XGBoost
0.7142857142857143,0.6894586894586894,0.7871148459383753,0.6894586894586894,0.7194444444444444,0.7702531386741912,XGBoost,data_3,3years,bundesliga,XGBoost
0.6551724137931034,0.6424242424242425,0.7037037037037037,0.6424242424242425,0.6558704453441296,0.8362832586516796,RandomForest,data_3,3years,la_liga,RandomForest
0.5862068965517241,0.6047619047619048,0.5972222222222222,0.6047619047619048,0.5994152046783625,0.8475976036347553,RandomForest,data_3,3years,la_liga,RandomForest
0.7241379310344828,0.7269841269841271,0.7424242424242425,0.7269841269841271,0.7326007326007327,0.8677327230732802,RandomForest,data_3,3years,la_liga,RandomForest
0.5714285714285714,0.5502645502645502,0.5861111111111111,0.5502645502645502,0.5602759622367466,0.8295950690217607,RandomForest,data_3,3years,la_liga,RandomForest
0.6785714285714286,0.700865800865801,0.6843434343434343,0.700865800865801,0.6888888888888888,0.8650237872926948,RandomForest,data_3,3years,la_liga,RandomForest
0.71875,0.7213804713804715,0.7213804713804715,0.7213804713804715,0.7213804713804715,0.8557659932659932,XGBoost,data_3,3years,ligue_1_fr,XGBoost
0.5806451612903226,0.5791245791245792,0.6640211640211641,0.5791245791245792,0.5913154533844189,0.7346801346801346,XGBoost,data_3,3years,ligue_1_fr,XGBoost
0.6774193548387096,0.6767676767676768,0.6638176638176638,0.6767676767676768,0.6666666666666666,0.8755892255892256,XGBoost,data_3,3years,ligue_1_fr,XGBoost
0.7741935483870968,0.7811447811447811,0.797979797979798,0.7811447811447811,0.7770942507784614,0.9006734006734006,XGBoost,data_3,3years,ligue_1_fr,XGBoost
0.6774193548387096,0.6632996632996632,0.7407407407407408,0.6632996632996632,0.6669220945083013,0.7840067340067339,XGBoost,data_3,3years,ligue_1_fr,XGBoost
0.65625,0.6606060606060606,0.6555555555555556,0.6606060606060606,0.6572808833678399,0.8780663780663781,Ensemble,data_3,3years,premier_league,Ensemble
0.8125,0.8181818181818182,0.8156695156695157,0.8181818181818182,0.8089026915113872,0.9126984126984127,Ensemble,data_3,3years,premier_league,Ensemble
0.84375,0.8510101010101009,0.8694444444444445,0.8510101010101009,0.8505523066926576,0.9418650793650793,Ensemble,data_3,3years,premier_league,Ensemble
0.71875,0.7331649831649832,0.7306397306397305,0.7331649831649832,0.7310789049919485,0.8864880690967647,Ensemble,data_3,3years,premier_league,Ensemble
0.8125,0.8215488215488215,0.8193732193732194,0.8215488215488215,0.8124477861319966,0.9381326201978375,Ensemble,data_3,3years,premier_league,Ensemble
0.75,0.7415954415954417,0.7489177489177489,0.7415954415954417,0.7409611992945325,0.8594467232911169,Ensemble,data_3,3years,serie_a_it,Ensemble
0.75,0.7444444444444445,0.7916666666666666,0.7444444444444445,0.7566137566137566,0.8811868686868687,Ensemble,data_3,3years,serie_a_it,Ensemble
0.625,0.6333333333333333,0.6273504273504273,0.6333333333333333,0.62422855557867,0.8482323232323233,Ensemble,data_3,3years,serie_a_it,Ensemble
0.59375,0.5826210826210826,0.6527777777777778,0.5826210826210826,0.5979601518026566,0.7987745198271514,Ensemble,data_3,3years,serie_a_it,Ensemble
0.65625,0.6376068376068376,0.7357142857142858,0.6376068376068376,0.6499999999999999,0.8002401531005651,Ensemble,data_3,3years,serie_a_it,Ensemble
0.7217391304347827,0.7268511827335358,0.7289760348583877,0.7268511827335358,0.727838187760867,0.8764909128068478,Ensemble,data_3,5years,all_leagues,Ensemble
0.6608695652173913,0.6631497807968395,0.7061327561327562,0.6631497807968395,0.6619259928137404,0.84715154578452,Ensemble,data_3,5years,all_leagues,Ensemble
0.7043478260869566,0.7087983296133631,0.7212913068083955,0.7087983296133631,0.7113481336734878,0.8367480573382927,Ensemble,data_3,5years,all_leagues,Ensemble
0.7652173913043478,0.7661338709290325,0.7770833333333332,0.7661338709290325,0.770193277042592,0.8992211232103312,Ensemble,data_3,5years,all_leagues,Ensemble
0.6842105263157895,0.6822959322959322,0.7040942928039703,0.6822959322959322,0.6895424836601308,0.8354388539573724,Ensemble,data_3,5years,all_leagues,Ensemble
0.6363636363636364,0.6164021164021164,0.6666666666666666,0.6164021164021164,0.6273504273504273,0.8359050671550672,Ensemble,data_3,5years,bundesliga,Ensemble
0.6818181818181818,0.6349206349206349,0.7999999999999999,0.6349206349206349,0.6388888888888888,0.7251195563695564,Ensemble,data_3,5years,bundesliga,Ensemble
0.5,0.4682539682539683,0.510989010989011,0.4682539682539683,0.4556277056277056,0.8043243793243793,Ensemble,data_3,5years,bundesliga,Ensemble
0.7142857142857143,0.7444444444444445,0.7103174603174603,0.7444444444444445,0.721056721056721,0.8476010101010102,Ensemble,data_3,5years,bundesliga,Ensemble
0.7142857142857143,0.6666666666666666,0.7307692307692308,0.6666666666666666,0.6830917874396135,0.9050505050505051,Ensemble,data_3,5years,bundesliga,Ensemble
0.5454545454545454,0.5555555555555555,0.5768518518518518,0.5555555555555555,0.5635026737967914,0.8070436507936508,RandomForest,data_3,5years,la_liga,RandomForest
0.6818181818181818,0.6944444444444445,0.6714285714285714,0.6944444444444445,0.6695156695156695,0.8834325396825397,RandomForest,data_3,5years,la_liga,RandomForest
0.5,0.4861111111111111,0.4565656565656566,0.4861111111111111,0.4620642515379358,0.7837301587301587,RandomForest,data_3,5years,la_liga,RandomForest
0.7727272727272727,0.7777777777777778,0.7857142857142857,0.7777777777777778,0.7797385620915033,0.8685515873015873,RandomForest,data_3,5years,la_liga,RandomForest
0.7619047619047619,0.7579365079365079,0.8055555555555555,0.7579365079365079,0.7666666666666666,0.8874411302982731,RandomForest,data_3,5years,la_liga,RandomForest
0.5833333333333334,0.5833333333333334,0.6436507936507937,0.5833333333333334,0.594017094017094,0.7447916666666666,RandomForest,data_3,5years,ligue_1_fr,RandomForest
0.75,0.7533068783068783,0.7611111111111111,0.7533068783068783,0.750375939849624,0.8484974776947816,RandomForest,data_3,5years,ligue_1_fr,RandomForest
0.6956521739130435,0.7301587301587302,0.7666666666666666,0.7301587301587302,0.676470588235294,0.8726851851851851,RandomForest,data_3,5years,ligue_1_fr,RandomForest
0.6086956521739131,0.6190476190476191,0.6031746031746031,0.6190476190476191,0.6055555555555555,0.8113095238095238,RandomForest,data_3,5years,ligue_1_fr,RandomForest
0.4782608695652174,0.4642857142857142,0.5111111111111112,0.4642857142857142,0.4457079152731327,0.7218253968253968,RandomForest,data_3,5years,ligue_1_fr,RandomForest
0.75,0.7638888888888888,0.7533068783068783,0.7638888888888888,0.75,0.8827110242245046,RandomForest,data_3,5years,premier_league,RandomForest
0.75,0.7638888888888888,0.7638888888888888,0.7638888888888888,0.7638888888888888,0.9339795524691358,RandomForest,data_3,5years,premier_league,RandomForest
0.8333333333333334,0.8366402116402116,0.8366402116402116,0.8366402116402116,0.834733893557423,0.9385406940554,RandomForest,data_3,5years,premier_league,RandomForest
0.7083333333333334,0.7175925925925926,0.7037878787878787,0.7175925925925926,0.6982905982905981,0.8852430555555556,RandomForest,data_3,5years,premier_league,RandomForest
0.875,0.8736772486772487,0.8857142857142857,0.8736772486772487,0.8775271512113617,0.9308632249195975,RandomForest,data_3,5years,premier_league,RandomForest
0.7083333333333334,0.7095238095238093,0.7287878787878789,0.7095238095238093,0.7111111111111111,0.8578431372549019,Ensemble,data_3,5years,serie_a_it,Ensemble
0.7083333333333334,0.7238095238095238,0.7103174603174603,0.7238095238095238,0.7152882205513785,0.8397759103641457,Ensemble,data_3,5years,serie_a_it,Ensemble
0.5833333333333334,0.5952380952380952,0.625,0.5952380952380952,0.6076923076923078,0.7907563025210084,Ensemble,data_3,5years,serie_a_it,Ensemble
0.7083333333333334,0.6952380952380951,0.7269841269841271,0.6952380952380951,0.7027417027417027,0.8229691876750701,Ensemble,data_3,5years,serie_a_it,Ensemble
0.7916666666666666,0.7996031746031745,0.794973544973545,0.7996031746031745,0.7955182072829131,0.8519849374935159,Ensemble,data_3,5years,serie_a_it,Ensemble
