accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,roc_auc_macro,Modelo,dataset,duration,league,model
0.59375,0.5944444444444444,0.6444444444444445,0.5944444444444444,0.5930415263748596,0.7703282828282827,Ensemble,data_2,3years,serie_a_it,Ensemble
0.6982758620689655,0.6982127779341402,0.7207120836153095,0.6982127779341402,0.7052914773956305,0.8603729717407699,Ensemble,data_2,5years,all_leagues,Ensemble
0.6551724137931034,0.6521249648184634,0.7073034911115871,0.6521249648184634,0.6608807457409193,0.830652738469604,Ensemble,data_2,5years,all_leagues,Ensemble
0.75,0.7503518153672952,0.7669851969826044,0.7503518153672952,0.7524340662279997,0.8789525537312105,Ensemble,data_2,5years,all_leagues,Ensemble
0.75,0.7525799793601652,0.7712418300653595,0.7525799793601652,0.7570123091189184,0.8719126526907054,Ensemble,data_2,5years,all_leagues,Ensemble
0.7217391304347827,0.7254709254709254,0.7458419958419958,0.7254709254709254,0.7262750231822398,0.871139264309996,Ensemble,data_2,5years,all_leagues,Ensemble
0.5,0.4867724867724867,0.507070707070707,0.4867724867724867,0.4930069930069931,0.6707315832315833,KNN,data_2,5years,bundesliga,KNN
0.6818181818181818,0.6349206349206349,0.8541666666666666,0.6349206349206349,0.649090909090909,0.6498168498168498,KNN,data_2,5years,bundesliga,KNN
0.6818181818181818,0.6455026455026455,0.8015873015873015,0.6455026455026455,0.6549609810479375,0.7689204314204314,KNN,data_2,5years,bundesliga,KNN
0.6190476190476191,0.6444444444444445,0.6130952380952381,0.6444444444444445,0.6234136234136235,0.766456228956229,KNN,data_2,5years,bundesliga,KNN
0.7619047619047619,0.7222222222222222,0.8307692307692308,0.7222222222222222,0.7532938076416338,0.8212331649831649,KNN,data_2,5years,bundesliga,KNN
0.5217391304347826,0.5185185185185185,0.5593073593073593,0.5185185185185185,0.5305023923444976,0.7891845627139743,Ensemble,data_2,5years,la_liga,Ensemble
0.5909090909090909,0.5694444444444444,0.7070707070707071,0.5694444444444444,0.5773993808049536,0.8452380952380952,Ensemble,data_2,5years,la_liga,Ensemble
0.7272727272727273,0.7361111111111112,0.7222222222222222,0.7361111111111112,0.7202380952380952,0.8665674603174603,Ensemble,data_2,5years,la_liga,Ensemble
0.5909090909090909,0.5555555555555555,0.7371794871794872,0.5555555555555555,0.5357142857142857,0.7544642857142857,Ensemble,data_2,5years,la_liga,Ensemble
0.7727272727272727,0.7777777777777778,0.8333333333333334,0.7777777777777778,0.7666666666666666,0.9672619047619048,Ensemble,data_2,5years,la_liga,Ensemble
0.7083333333333334,0.6997354497354498,0.75,0.6997354497354498,0.7130647130647131,0.8047374273783587,Ensemble,data_2,5years,ligue_1_fr,Ensemble
0.6666666666666666,0.6779100529100529,0.6673280423280423,0.6779100529100529,0.6666666666666666,0.8835040266106443,Ensemble,data_2,5years,ligue_1_fr,Ensemble
0.6666666666666666,0.6686507936507936,0.6976911976911978,0.6686507936507936,0.6761904761904761,0.8052785234464156,Ensemble,data_2,5years,ligue_1_fr,Ensemble
0.75,0.7486772486772487,0.8241758241758242,0.7486772486772487,0.7503607503607502,0.8392117958294429,Ensemble,data_2,5years,ligue_1_fr,Ensemble
0.8333333333333334,0.8333333333333334,0.8583333333333334,0.8333333333333334,0.8366402116402116,0.8802083333333334,Ensemble,data_2,5years,ligue_1_fr,Ensemble
0.75,0.7533068783068783,0.7571428571428571,0.7533068783068783,0.7535505430242272,0.8547880842151675,AdaBoost_DT,data_2,5years,premier_league,AdaBoost_DT
0.8333333333333334,0.8379629629629629,0.8535353535353535,0.8379629629629629,0.8380952380952381,0.892042824074074,AdaBoost_DT,data_2,5years,premier_league,AdaBoost_DT
0.8333333333333334,0.8472222222222222,0.8523809523809524,0.8472222222222222,0.8425925925925926,0.9343171296296297,AdaBoost_DT,data_2,5years,premier_league,AdaBoost_DT
0.75,0.7638888888888888,0.75,0.7638888888888888,0.7547385620915033,0.8563748994968359,AdaBoost_DT,data_2,5years,premier_league,AdaBoost_DT
0.8333333333333334,0.8366402116402116,0.8425925925925926,0.8366402116402116,0.837037037037037,0.906109943977591,AdaBoost_DT,data_2,5years,premier_league,AdaBoost_DT
0.7916666666666666,0.7761904761904761,0.8498168498168498,0.7761904761904761,0.7890080933559194,0.8116246498599441,RandomForest,data_2,5years,serie_a_it,RandomForest
0.6666666666666666,0.6761904761904761,0.6761904761904761,0.6761904761904761,0.6761904761904761,0.8156162464985993,RandomForest,data_2,5years,serie_a_it,RandomForest
