league_name,club_name,year,total_fee_in,mean_fee_in,mean_age_in,total_fee_in_GK,mean_fee_in_GK,mean_age_in_GK,count_GK_in,total_fee_in_DEF,mean_fee_in_DEF,mean_age_in_DEF,count_DEF_in,total_fee_in_MID,mean_fee_in_MID,mean_age_in_MID,count_MID_in,total_fee_in_STK,mean_fee_in_STK,mean_age_in_STK,count_STK_in,total_fee_out,mean_fee_out,mean_age_out,total_fee_out_GK,mean_fee_out_GK,mean_age_out_GK,count_GK_out,total_fee_out_DEF,mean_fee_out_DEF,mean_age_out_DEF,count_DEF_out,total_fee_out_MID,mean_fee_out_MID,mean_age_out_MID,count_MID_out,total_fee_out_STK,mean_fee_out_STK,mean_age_out_STK,count_STK_out,Rk,W,D,L,GF,GA,GD,Pts/MP,PF,total_fee_in_1_years_future,mean_fee_in_1_years_future,mean_age_in_1_years_future,total_fee_in_GK_1_years_future,mean_fee_in_GK_1_years_future,mean_age_in_GK_1_years_future,count_GK_in_1_years_future,total_fee_in_DEF_1_years_future,mean_fee_in_DEF_1_years_future,mean_age_in_DEF_1_years_future,count_DEF_in_1_years_future,total_fee_in_MID_1_years_future,mean_fee_in_MID_1_years_future,mean_age_in_MID_1_years_future,count_MID_in_1_years_future,total_fee_in_STK_1_years_future,mean_fee_in_STK_1_years_future,mean_age_in_STK_1_years_future,count_STK_in_1_years_future,total_fee_out_1_years_future,mean_fee_out_1_years_future,mean_age_out_1_years_future,total_fee_out_GK_1_years_future,mean_fee_out_GK_1_years_future,mean_age_out_GK_1_years_future,count_GK_out_1_years_future,total_fee_out_DEF_1_years_future,mean_fee_out_DEF_1_years_future,mean_age_out_DEF_1_years_future,count_DEF_out_1_years_future,total_fee_out_MID_1_years_future,mean_fee_out_MID_1_years_future,mean_age_out_MID_1_years_future,count_MID_out_1_years_future,total_fee_out_STK_1_years_future,mean_fee_out_STK_1_years_future,mean_age_out_STK_1_years_future,count_STK_out_1_years_future,PF_1_years_future,Rk_1_years_future,W_1_years_future,D_1_years_future,L_1_years_future,GF_1_years_future,GA_1_years_future,GD_1_years_future,Pts/MP_1_years_future,total_fee_in_2_years_future,mean_fee_in_2_years_future,mean_age_in_2_years_future,total_fee_in_GK_2_years_future,mean_fee_in_GK_2_years_future,mean_age_in_GK_2_years_future,count_GK_in_2_years_future,total_fee_in_DEF_2_years_future,mean_fee_in_DEF_2_years_future,mean_age_in_DEF_2_years_future,count_DEF_in_2_years_future,total_fee_in_MID_2_years_future,mean_fee_in_MID_2_years_future,mean_age_in_MID_2_years_future,count_MID_in_2_years_future,total_fee_in_STK_2_years_future,mean_fee_in_STK_2_years_future,mean_age_in_STK_2_years_future,count_STK_in_2_years_future,total_fee_out_2_years_future,mean_fee_out_2_years_future,mean_age_out_2_years_future,total_fee_out_GK_2_years_future,mean_fee_out_GK_2_years_future,mean_age_out_GK_2_years_future,count_GK_out_2_years_future,total_fee_out_DEF_2_years_future,mean_fee_out_DEF_2_years_future,mean_age_out_DEF_2_years_future,count_DEF_out_2_years_future,total_fee_out_MID_2_years_future,mean_fee_out_MID_2_years_future,mean_age_out_MID_2_years_future,count_MID_out_2_years_future,total_fee_out_STK_2_years_future,mean_fee_out_STK_2_years_future,mean_age_out_STK_2_years_future,count_STK_out_2_years_future,PF_2_years_future,Rk_2_years_future,W_2_years_future,D_2_years_future,L_2_years_future,GF_2_years_future,GA_2_years_future,GD_2_years_future,Pts/MP_2_years_future,PF_next_3_years
Serie A,Torino FC,2012,24.98,1.922,25.231,2.0,2.0,33.0,1,3.93,0.982,24.25,4,6.75,2.25,24.0,3,12.3,2.46,25.2,5,4.38,1.46,24.333,0.0,0.0,0.0,0,0.28,0.28,21.0,1,0.0,0.0,0.0,0,4.1,2.05,26.0,2,16,8,16,14,46,55,-9,1.03,2,20.25,2.893,25.857,0.0,0.0,0.0,0.0,1.85,0.617,27.667,3.0,3.6,1.8,25.5,2.0,14.8,7.4,23.5,2.0,21.84,4.368,24.2,0.0,0.0,0.0,0.0,19.09,6.363,27.667,3.0,2.5,2.5,19.0,1.0,0.25,0.25,19.0,1.0,1,7,15,12,11,58,48,10,1.5,23.2,2.578,23.222,0.0,0.0,0.0,0.0,7.8,2.6,22.0,3.0,8.9,2.225,22.75,4.0,6.5,3.25,26.0,2.0,33.86,6.772,27.8,0.2,0.2,35.0,1.0,0.36,0.36,30.0,1.0,0.8,0.8,23.0,1.0,32.5,16.25,25.5,2.0,1,9,14,12,12,48,45,3,1.42,1
Serie A,US Palermo,2012,26.0,2.0,25.846,3.5,1.75,28.0,2,2.9,0.967,24.333,3,7.2,1.44,27.2,5,12.4,4.133,23.667,3,24.18,1.86,26.077,0.5,0.5,26.0,1,12.58,3.145,26.75,4,4.65,0.93,25.2,5,6.45,2.15,26.667,3,18,6,14,18,34,54,-20,0.84,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,19.7,2.189,22.778,0.0,0.0,0.0,0.0,4.5,2.25,24.0,2.0,3.4,1.7,25.0,2.0,11.8,2.36,21.4,5.0,18.5,4.625,23.5,0.0,0.0,0.0,0.0,2.0,1.0,22.0,2.0,0.0,0.0,0.0,0.0,16.5,8.25,25.0,2.0,1,11,12,13,13,53,55,-2,1.29,2
Serie A,ACF Fiorentina,2013,53.3,8.883,24.5,0.0,0.0,0.0,0,20.0,20.0,25.0,1,2.5,2.5,19.0,1,30.8,7.7,25.75,4,41.0,13.667,21.667,0.0,0.0,0.0,0,0.0,0.0,0.0,0,12.0,12.0,21.0,1,29.0,14.5,22.0,2,4,19,8,11,65,44,21,1.71,0,9.1,1.82,25.4,0.0,0.0,0.0,0.0,3.6,1.8,28.0,2.0,5.5,1.833,23.667,3.0,0.0,0.0,0.0,0.0,38.0,7.6,25.6,0.0,0.0,0.0,0.0,37.4,9.35,27.0,4.0,0.0,0.0,0.0,0.0,0.6,0.6,20.0,1.0,0,4,18,10,10,61,46,15,1.68,24.9,2.075,25.583,0.75,0.75,24.0,1.0,9.25,1.85,25.4,5.0,4.0,2.0,26.0,2.0,10.9,2.725,26.0,4.0,26.85,3.836,24.857,0.0,0.0,0.0,0.0,20.1,4.02,23.6,5.0,0.0,0.0,0.0,0.0,6.75,3.375,28.0,2.0,0,5,18,10,10,60,42,18,1.68,1
Serie A,AS Roma,2013,75.39,4.435,22.765,1.39,0.695,29.0,2,20.4,4.08,20.8,5,36.1,7.22,23.6,5,17.5,3.5,21.4,5,120.39,7.524,22.062,5.6,5.6,30.0,1,33.65,8.412,19.25,4,14.59,4.863,22.333,3,66.55,8.319,22.375,8,2,26,7,5,72,25,47,2.24,0,99.51,6.219,23.562,0.0,0.0,0.0,0.0,28.11,4.685,26.833,6.0,21.5,5.375,21.5,4.0,49.9,8.317,21.667,6.0,42.6,4.733,22.0,0.0,0.0,0.0,0.0,37.7,7.54,21.0,5.0,1.9,0.95,23.5,2.0,3.0,1.5,23.0,2.0,0,2,19,13,6,54,31,23,1.84,60.099,3.005,23.1,0.0,0.0,0.0,0.0,8.42,1.684,23.4,5.0,18.229,4.557,22.75,4.0,33.45,3.041,23.091,11.0,134.25,7.458,24.389,0.0,0.0,0.0,0.0,38.7,9.675,24.25,4.0,62.75,10.458,24.167,6.0,32.8,4.1,24.625,8.0,0,3,23,11,4,83,41,42,2.11,0
Serie A,FC Internazionale,2013,59.89,4.991,23.583,0.0,0.0,0.0,0,14.84,2.473,23.5,6,26.3,6.575,25.25,4,18.75,9.375,20.5,2,11.0,1.1,21.8,0.0,0.0,0.0,0,8.0,1.6,22.6,5,1.8,0.6,20.0,3,1.2,0.6,22.5,2,5,15,15,8,62,39,23,1.58,0,16.95,2.119,23.625,0.0,0.0,0.0,0.0,11.15,2.787,22.5,4.0,5.8,1.45,24.75,4.0,0.0,0.0,0.0,0.0,23.5,1.679,22.071,0.0,0.0,0.0,0.0,3.25,0.65,22.6,5.0,10.0,1.429,22.429,7.0,10.25,5.125,19.5,2.0,1,8,14,13,11,59,48,11,1.45,102.45,7.881,24.846,0.0,0.0,0.0,0.0,18.3,3.66,24.6,5.0,60.95,15.238,25.75,4.0,23.2,5.8,24.25,4.0,115.32,6.784,24.765,0.0,0.0,0.0,0.0,7.45,1.862,25.25,4.0,87.1,8.71,25.2,10.0,20.77,6.923,22.667,3.0,0,4,20,7,11,50,38,12,1.76,1
Serie A,Juventus FC,2013,45.5,3.5,22.538,1.78,1.78,21.0,1,20.56,6.853,24.333,3,2.55,0.85,21.667,3,20.61,3.435,22.333,6,69.092,5.315,22.846,1.892,0.631,20.667,3,9.95,2.488,20.5,4,11.25,5.625,29.0,2,46.0,11.5,23.75,4,1,33,3,2,80,23,57,2.68,0,59.3,3.488,23.0,3.9,1.3,22.667,3.0,15.4,2.2,23.857,7.0,15.6,3.9,23.25,4.0,24.4,8.133,21.0,3.0,24.407,1.877,24.154,0.0,0.0,0.0,0.0,6.0,2.0,26.0,3.0,3.787,1.262,23.0,3.0,14.62,2.089,23.857,7.0,0,1,26,9,3,72,24,48,2.29,185.499,11.594,23.062,3.1,1.55,21.5,2.0,29.8,14.9,25.5,2.0,71.199,10.171,22.571,7.0,81.4,16.28,23.4,5.0,81.28,6.773,23.167,0.0,0.0,0.0,0.0,15.28,3.82,24.5,4.0,40.35,13.45,22.667,3.0,25.65,5.13,22.4,5.0,0,1,29,4,5,75,20,55,2.39,0
Serie A,Parma Calcio 1913,2013,13.592,0.68,23.95,0.8,0.8,24.0,1,2.825,0.404,21.143,7,6.27,0.896,24.714,7,3.697,0.739,26.8,5,35.22,2.516,21.929,1.78,1.78,21.0,1,0.3,0.15,20.0,2,9.46,1.892,21.2,5,23.68,3.947,23.333,6,6,15,13,10,58,46,12,1.53,0,17.24,1.567,22.455,4.12,1.373,22.667,3.0,2.1,1.05,25.5,2.0,1.7,0.85,22.5,2.0,9.32,2.33,20.75,4.0,17.75,1.365,25.154,0.0,0.0,0.0,0.0,9.95,1.106,24.111,9.0,7.3,2.433,27.0,3.0,0.5,0.5,29.0,1.0,2,20,6,8,24,33,75,-42,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,2
Serie A,SSC Napoli,2013,107.45,8.265,24.231,5.0,5.0,23.0,1,25.25,5.05,24.2,5,10.5,5.25,20.5,2,66.7,13.34,26.0,5,74.2,12.367,28.333,0.5,0.5,36.0,1,0.0,0.0,0.0,0,4.2,4.2,27.0,1,69.5,17.375,26.75,4,3,23,9,6,77,39,38,2.05,0,34.8,5.8,25.667,2.0,2.0,30.0,1.0,7.75,7.75,23.0,1.0,11.3,5.65,25.0,2.0,13.75,6.875,25.5,2.0,20.451,2.922,27.714,0.0,0.0,0.0,0.0,10.301,3.434,30.0,3.0,8.75,2.917,26.667,3.0,1.4,1.4,24.0,1.0,0,5,18,9,11,70,54,16,1.66,42.7,3.882,24.091,2.0,2.0,32.0,1.0,13.5,4.5,23.667,3.0,27.2,3.886,23.143,7.0,0.0,0.0,0.0,0.0,18.29,2.032,25.0,0.75,0.75,24.0,1.0,2.0,2.0,29.0,1.0,9.51,1.902,25.8,5.0,6.03,3.015,21.5,2.0,0,2,25,7,6,80,32,48,2.16,0
Serie A,AC Milan,2013,43.13,4.313,25.3,0.0,0.0,0.0,0,13.83,3.458,25.25,4,14.3,3.575,25.5,4,15.0,7.5,25.0,2,17.4,4.35,23.25,0.0,0.0,0.0,0,3.9,1.95,22.0,2,13.5,6.75,24.5,2,0.0,0.0,0.0,0,8,16,9,13,57,49,8,1.5,1,16.9,1.878,25.111,0.0,0.0,0.0,0.0,7.8,1.95,26.5,4.0,6.3,3.15,23.0,2.0,2.8,0.933,24.667,3.0,28.2,7.05,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,2.733,23.0,3.0,20.0,20.0,24.0,1.0,1,10,13,13,12,56,50,6,1.37,102.27,12.784,24.5,0.0,0.0,0.0,0.0,29.5,14.75,24.0,2.0,25.47,6.368,23.0,4.0,47.3,23.65,28.0,2.0,11.16,1.594,23.429,0.0,0.0,0.0,0.0,2.5,2.5,29.0,1.0,4.0,4.0,23.0,1.0,4.66,0.932,22.4,5.0,1,7,15,12,11,49,43,6,1.5,0
Serie A,Atalanta BC,2013,11.325,1.258,23.0,0.0,0.0,0.0,0,3.05,1.525,19.5,2,6.1,1.525,26.5,4,2.175,0.725,20.667,3,6.2,1.55,25.75,0.0,0.0,0.0,0,4.9,2.45,26.5,2,0.8,0.8,24.0,1,0.5,0.5,26.0,1,11,15,5,18,43,51,-8,1.32,1,11.09,1.848,24.0,0.0,0.0,0.0,0.0,1.3,0.65,27.0,2.0,4.47,4.47,26.0,1.0,5.32,1.773,21.333,3.0,20.0,2.857,26.857,6.0,3.0,25.0,2.0,0.1,0.1,33.0,1.0,7.4,2.467,28.333,3.0,6.5,6.5,20.0,1.0,2,17,7,16,15,38,57,-19,0.97,23.83,2.166,22.273,0.96,0.96,19.0,1.0,3.87,3.87,24.0,1.0,15.5,2.583,21.833,6.0,3.5,1.167,23.667,3.0,37.95,4.744,23.375,0.0,0.0,0.0,0.0,11.3,5.65,25.5,2.0,26.65,4.442,22.667,6.0,0.0,0.0,0.0,0.0,1,13,11,12,15,41,47,-6,1.18,0
Serie A,Genoa CFC,2013,23.44,2.344,24.5,0.3,0.3,35.0,1,5.88,2.94,23.0,2,9.65,2.412,22.75,4,7.61,2.537,24.333,3,30.231,2.159,25.0,0.0,0.0,0.0,0,10.231,2.046,28.2,5,5.7,1.9,25.333,3,14.3,2.383,22.167,6,14,11,11,16,41,50,-9,1.16,1,7.45,0.931,25.5,0.0,0.0,0.0,0.0,1.9,0.633,23.333,3.0,0.7,0.7,29.0,1.0,4.85,1.212,26.25,4.0,25.95,3.707,27.429,0.1,0.1,36.0,1.0,5.95,2.975,20.5,2.0,11.9,5.95,26.0,2.0,8.0,4.0,31.5,2.0,0,6,16,11,11,62,47,15,1.55,16.7,1.518,24.545,0.0,0.0,0.0,0.0,7.35,1.838,25.0,4.0,0.5,0.5,31.0,1.0,8.85,1.475,23.167,6.0,43.15,3.319,24.692,0.0,0.0,0.0,0.0,6.25,3.125,24.0,2.0,21.9,4.38,23.2,5.0,15.0,2.5,26.167,6.0,1,11,13,7,18,45,48,-3,1.21,2
Serie A,Hellas Verona,2013,8.1,0.81,23.8,0.5,0.5,25.0,1,5.3,1.06,25.2,5,1.3,0.433,22.333,3,1.0,1.0,20.0,1,9.5,9.5,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.5,9.5,22.0,1,0.0,0.0,0.0,0,10,16,6,16,62,68,-6,1.42,1,22.26,2.782,26.75,0.2,0.2,32.0,1.0,5.16,1.29,28.5,4.0,1.3,1.3,27.0,1.0,15.6,7.8,20.5,2.0,30.25,3.781,25.75,0.0,0.0,0.0,0.0,2.05,0.513,27.0,4.0,3.7,1.233,25.667,3.0,24.5,24.5,21.0,1.0,1,13,11,13,14,49,65,-16,1.21,6.3,1.575,25.25,0.0,0.0,0.0,0.0,2.0,1.0,25.0,2.0,4.3,2.15,25.5,2.0,0.0,0.0,0.0,0.0,2.05,0.683,29.333,0.0,0.0,0.0,0.0,1.05,0.525,28.5,2.0,1.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,2,20,5,13,20,34,63,-29,0.74,2
Serie A,SS Lazio,2013,26.83,5.366,23.4,0.4,0.4,24.0,1,0.0,0.0,0.0,0,16.6,8.3,26.5,2,9.83,4.915,20.0,2,28.45,4.742,27.667,0.3,0.3,35.0,1,1.5,1.5,28.0,1,18.0,18.0,28.0,1,8.65,2.883,25.0,3,9,15,11,12,54,54,0,1.47,1,12.75,3.188,27.25,0.0,0.0,0.0,0.0,8.25,2.75,26.667,3.0,4.5,4.5,29.0,1.0,0.0,0.0,0.0,0.0,0.15,0.15,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,22.0,1.0,0,3,21,6,11,71,38,33,1.82,31.25,5.208,24.333,2.6,2.6,28.0,1.0,13.65,4.55,26.0,3.0,12.0,12.0,20.0,1.0,3.0,3.0,20.0,1.0,2.37,0.79,27.667,0.0,0.0,0.0,0.0,1.75,1.75,24.0,1.0,0.2,0.2,32.0,1.0,0.42,0.42,27.0,1.0,1,8,15,9,14,52,52,0,1.42,0
Serie A,Torino FC,2013,20.25,2.893,25.857,0.0,0.0,0.0,0,1.85,0.617,27.667,3,3.6,1.8,25.5,2,14.8,7.4,23.5,2,21.84,4.368,24.2,0.0,0.0,0.0,0,19.09,6.363,27.667,3,2.5,2.5,19.0,1,0.25,0.25,19.0,1,7,15,12,11,58,48,10,1.5,1,23.2,2.578,23.222,0.0,0.0,0.0,0.0,7.8,2.6,22.0,3.0,8.9,2.225,22.75,4.0,6.5,3.25,26.0,2.0,33.86,6.772,27.8,0.2,0.2,35.0,1.0,0.36,0.36,30.0,1.0,0.8,0.8,23.0,1.0,32.5,16.25,25.5,2.0,1,9,14,12,12,48,45,3,1.42,28.05,3.506,23.5,1.2,1.2,23.0,1.0,6.3,3.15,24.5,2.0,11.3,3.767,23.333,3.0,9.25,4.625,23.0,2.0,19.75,3.95,23.2,0.0,0.0,0.0,0.0,18.8,6.267,22.667,3.0,0.45,0.45,22.0,1.0,0.5,0.5,26.0,1.0,1,12,12,9,17,52,55,-3,1.18,1
Serie A,UC Sampdoria,2013,19.6,3.267,22.167,0.0,0.0,0.0,0,3.4,3.4,22.0,1,3.8,1.267,23.0,3,12.4,6.2,21.0,2,25.45,3.636,24.143,0.0,0.0,0.0,0,1.8,0.9,25.0,2,7.15,2.383,25.667,3,16.5,8.25,21.0,2,12,12,9,17,48,62,-14,1.18,1,24.25,2.425,22.6,0.0,0.0,0.0,0.0,3.75,0.938,24.0,4.0,4.6,1.533,21.0,3.0,15.9,5.3,22.333,3.0,26.52,3.315,25.875,1.9,1.9,24.0,1.0,10.9,2.725,26.5,4.0,1.22,0.61,27.0,2.0,12.5,12.5,23.0,1.0,1,7,13,17,8,48,42,6,1.47,34.67,4.334,21.5,0.0,0.0,0.0,0.0,8.48,4.24,24.0,2.0,14.19,2.838,20.0,5.0,12.0,12.0,24.0,1.0,16.07,2.009,25.375,0.0,0.0,0.0,0.0,4.77,0.954,25.2,5.0,6.0,6.0,23.0,1.0,5.3,2.65,27.0,2.0,2,15,10,10,18,48,61,-13,1.05,1
Serie A,Udinese Calcio,2013,24.41,1.744,20.857,1.4,0.7,26.5,2,5.3,1.325,21.0,4,13.71,1.959,19.429,7,4.0,4.0,19.0,1,47.7,9.54,26.0,0.0,0.0,0.0,0,37.5,12.5,25.667,3,10.2,5.1,26.5,2,0.0,0.0,0.0,0,13,12,8,18,46,57,-11,1.16,1,29.2,2.92,22.3,0.0,0.0,0.0,0.0,1.3,1.3,19.0,1.0,21.9,3.129,22.0,7.0,6.0,3.0,25.0,2.0,25.4,2.309,24.818,0.2,0.2,32.0,1.0,1.1,0.367,25.333,3.0,12.5,3.125,23.0,4.0,11.6,3.867,24.333,3.0,2,16,10,11,17,43,56,-13,1.08,21.42,2.38,23.0,0.0,0.0,0.0,0.0,9.7,3.233,22.667,3.0,5.7,1.425,24.75,4.0,6.02,3.01,20.0,2.0,74.12,8.236,23.333,0.0,0.0,0.0,0.0,16.5,5.5,25.667,3.0,26.62,8.873,22.667,3.0,31.0,10.333,21.667,3.0,2,17,10,9,19,35,60,-25,1.03,1
Serie A,AS Livorno,2013,4.82,0.689,23.571,0.0,0.0,0.0,0,0.75,0.75,21.0,1,2.07,0.518,24.5,4,2.0,1.0,23.0,2,1.8,0.6,25.667,0.0,0.0,0.0,0,0.4,0.4,26.0,1,1.2,1.2,26.0,1,0.2,0.2,25.0,1,20,6,7,25,39,77,-38,0.66,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,2
Serie A,Bologna FC 1909,2013,6.59,1.098,22.167,0.0,0.0,0.0,0,1.25,1.25,19.0,1,4.84,1.21,22.5,4,0.5,0.5,24.0,1,18.0,3.6,24.8,0.0,0.0,0.0,0,1.25,1.25,21.0,1,16.75,4.188,25.75,4,0.0,0.0,0.0,0,19,5,14,19,28,58,-30,0.76,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,26.63,2.048,24.077,0.0,0.0,0.0,0.0,6.5,2.167,23.667,3.0,7.93,1.322,22.333,6.0,12.2,3.05,27.0,4.0,0.8,0.4,27.5,0.0,0.0,0.0,0.0,0.5,0.5,28.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,27.0,1.0,1,14,11,9,18,33,45,-12,1.11,2
Serie A,Cagliari Calcio,2013,1.8,0.6,22.333,0.0,0.0,0.0,0,1.5,0.75,22.0,2,0.3,0.3,23.0,1,0.0,0.0,0.0,0,7.301,1.825,24.75,0.001,0.001,23.0,1,0.8,0.8,24.0,1,3.0,3.0,25.0,1,3.5,3.5,27.0,1,15,9,12,17,34,53,-19,1.03,2,22.6,1.614,21.643,3.1,1.55,21.5,2.0,3.85,1.283,23.0,3.0,5.9,1.475,21.25,4.0,9.75,1.95,21.2,5.0,21.925,3.654,27.167,0.0,0.0,0.0,0.0,2.1,1.05,28.5,2.0,15.325,7.662,26.0,2.0,4.5,2.25,27.0,2.0,2,18,8,10,20,48,68,-20,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,1
Serie A,Catania SSD,2013,8.37,1.674,22.4,0.0,0.0,0.0,0,7.37,2.457,22.333,3,0.5,0.5,26.0,1,0.5,0.5,19.0,1,11.09,1.109,24.5,0.1,0.1,23.0,1,0.0,0.0,0.0,0,8.59,1.718,25.2,5,2.4,0.6,24.0,4,18,8,8,22,34,66,-32,0.84,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,2
Serie A,Chievo Verona,2013,3.9,0.65,24.833,0.0,0.0,0.0,0,0.6,0.3,26.5,2,1.3,0.65,23.5,2,2.0,1.0,24.5,2,5.86,0.837,26.286,2.0,2.0,34.0,1,0.21,0.07,25.667,3,3.0,3.0,21.0,1,0.65,0.325,26.0,2,16,10,6,22,34,54,-20,0.95,2,8.6,0.86,26.2,0.1,0.1,36.0,1.0,0.85,0.283,25.333,3.0,6.15,1.23,24.0,5.0,1.5,1.5,30.0,1.0,5.04,0.84,27.0,0.5,0.5,23.0,1.0,0.5,0.5,25.0,1.0,1.4,1.4,29.0,1.0,2.64,0.88,28.333,3.0,1,14,10,13,15,28,41,-13,1.13,6.13,1.022,25.333,0.0,0.0,0.0,0.0,1.33,0.443,27.333,3.0,4.8,1.6,23.333,3.0,0.0,0.0,0.0,0.0,15.407,1.926,25.875,0.0,0.0,0.0,0.0,3.4,1.133,26.333,3.0,1.932,0.966,23.0,2.0,10.075,3.358,27.333,3.0,1,9,13,11,14,43,45,-2,1.32,1
Serie A,US Sassuolo,2013,46.5,3.321,24.357,0.5,0.5,32.0,1,9.8,2.45,24.0,4,9.2,3.067,24.667,3,27.0,4.5,23.167,6,5.0,2.5,24.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.0,2.5,24.5,2,17,9,7,22,43,72,-29,0.89,2,19.301,2.757,28.0,4.5,4.5,27.0,1.0,10.001,3.334,28.333,3.0,2.3,1.15,26.5,2.0,2.5,2.5,31.0,1.0,12.6,2.1,23.167,0.0,0.0,0.0,0.0,5.4,1.8,23.333,3.0,0.5,0.5,25.0,1.0,6.7,3.35,22.0,2.0,1,12,12,13,13,49,57,-8,1.29,30.7,3.838,20.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,2.7,19.25,4.0,19.9,4.975,22.0,4.0,25.0,5.0,29.0,0.0,0.0,0.0,0.0,0.3,0.3,35.0,1.0,3.2,3.2,26.0,1.0,21.5,7.167,28.0,3.0,0,6,16,13,9,49,40,9,1.61,1
Serie A,ACF Fiorentina,2014,9.1,1.82,25.4,0.0,0.0,0.0,0,3.6,1.8,28.0,2,5.5,1.833,23.667,3,0.0,0.0,0.0,0,38.0,7.6,25.6,0.0,0.0,0.0,0,37.4,9.35,27.0,4,0.0,0.0,0.0,0,0.6,0.6,20.0,1,4,18,10,10,61,46,15,1.68,0,24.9,2.075,25.583,0.75,0.75,24.0,1.0,9.25,1.85,25.4,5.0,4.0,2.0,26.0,2.0,10.9,2.725,26.0,4.0,26.85,3.836,24.857,0.0,0.0,0.0,0.0,20.1,4.02,23.6,5.0,0.0,0.0,0.0,0.0,6.75,3.375,28.0,2.0,0,5,18,10,10,60,42,18,1.68,15.73,1.573,23.6,2.83,1.415,21.0,2.0,8.4,2.1,26.0,4.0,4.0,1.333,21.667,3.0,0.5,0.5,25.0,1.0,31.05,3.105,25.4,0.0,0.0,0.0,0.0,24.15,8.05,25.667,3.0,3.1,0.62,23.4,5.0,3.8,1.9,30.0,2.0,1,8,16,12,10,63,57,6,1.58,1
