league_name,club_name,year,total_fee_in,mean_fee_in,mean_age_in,total_fee_in_GK,mean_fee_in_GK,mean_age_in_GK,count_GK_in,total_fee_in_DEF,mean_fee_in_DEF,mean_age_in_DEF,count_DEF_in,total_fee_in_MID,mean_fee_in_MID,mean_age_in_MID,count_MID_in,total_fee_in_STK,mean_fee_in_STK,mean_age_in_STK,count_STK_in,total_fee_out,mean_fee_out,mean_age_out,total_fee_out_GK,mean_fee_out_GK,mean_age_out_GK,count_GK_out,total_fee_out_DEF,mean_fee_out_DEF,mean_age_out_DEF,count_DEF_out,total_fee_out_MID,mean_fee_out_MID,mean_age_out_MID,count_MID_out,total_fee_out_STK,mean_fee_out_STK,mean_age_out_STK,count_STK_out,total_fee_in_1_years_future,mean_fee_in_1_years_future,mean_age_in_1_years_future,total_fee_in_GK_1_years_future,mean_fee_in_GK_1_years_future,mean_age_in_GK_1_years_future,count_GK_in_1_years_future,total_fee_in_DEF_1_years_future,mean_fee_in_DEF_1_years_future,mean_age_in_DEF_1_years_future,count_DEF_in_1_years_future,total_fee_in_MID_1_years_future,mean_fee_in_MID_1_years_future,mean_age_in_MID_1_years_future,count_MID_in_1_years_future,total_fee_in_STK_1_years_future,mean_fee_in_STK_1_years_future,mean_age_in_STK_1_years_future,count_STK_in_1_years_future,total_fee_out_1_years_future,mean_fee_out_1_years_future,mean_age_out_1_years_future,total_fee_out_GK_1_years_future,mean_fee_out_GK_1_years_future,mean_age_out_GK_1_years_future,count_GK_out_1_years_future,total_fee_out_DEF_1_years_future,mean_fee_out_DEF_1_years_future,mean_age_out_DEF_1_years_future,count_DEF_out_1_years_future,total_fee_out_MID_1_years_future,mean_fee_out_MID_1_years_future,mean_age_out_MID_1_years_future,count_MID_out_1_years_future,total_fee_out_STK_1_years_future,mean_fee_out_STK_1_years_future,mean_age_out_STK_1_years_future,count_STK_out_1_years_future,PF
1 Bundesliga,FC Schalke 04,2016,43.3,6.186,25.0,0.0,0.0,0.0,0,4.5,2.25,25.5,2,8.0,8.0,26.0,1,30.8,7.7,24.5,4,61.3,8.757,23.0,0.0,0.0,0.0,0,4.5,1.5,22.667,3,1.3,1.3,26.0,1,55.5,18.5,22.333,3,49.3,7.043,23.143,0.0,0.0,0.0,0.0,8.0,4.0,25.5,2.0,27.0,13.5,21.0,2.0,14.3,4.767,23.0,3.0,7.1,1.42,24.2,0.75,0.75,27.0,1.0,3.5,3.5,29.0,1.0,2.0,2.0,24.0,1.0,0.85,0.425,20.5,2.0,1
1 Bundesliga,Hamburger SV,2016,43.95,4.395,22.5,0.8,0.8,24.0,1,8.8,2.933,25.333,3,29.05,7.262,20.5,4,5.3,2.65,21.5,2,8.75,1.25,22.429,0.0,0.0,0.0,0,3.1,3.1,26.0,1,5.55,1.11,22.2,5,0.1,0.1,20.0,1,19.0,4.75,22.75,3.5,3.5,22.0,1.0,9.5,4.75,21.5,2.0,0.0,0.0,0.0,0.0,6.0,6.0,26.0,1.0,5.55,2.775,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,19.0,1.0,5.5,5.5,23.0,1.0,1
1 Bundesliga,SC Freiburg,2016,16.78,2.098,23.0,1.0,1.0,28.0,1,10.33,3.443,22.333,3,5.45,1.362,22.25,4,0.0,0.0,0.0,0,5.15,1.287,23.25,0.0,0.0,0.0,0,5.05,1.683,24.333,3,0.0,0.0,0.0,0,0.1,0.1,20.0,1,19.65,1.965,22.4,0.0,0.0,0.0,0.0,8.0,2.667,20.667,3.0,3.35,1.117,22.0,3.0,8.3,2.075,24.0,4.0,27.8,5.56,23.4,0.0,0.0,0.0,0.0,0.9,0.9,23.0,1.0,0.5,0.5,23.0,1.0,26.4,8.8,23.667,3.0,1
1 Bundesliga,SV Werder Bremen,2016,23.7,3.386,24.857,0.0,0.0,0.0,0,5.7,1.9,25.667,3,2.0,2.0,25.0,1,16.0,5.333,24.0,3,27.2,2.473,23.455,0.0,0.0,0.0,0,14.9,2.129,23.571,7,0.8,0.267,22.667,3,11.5,11.5,25.0,1,18.6,2.657,24.714,3.0,3.0,25.0,1.0,5.5,2.75,26.5,2.0,1.2,1.2,29.0,1.0,8.9,2.967,22.0,3.0,8.9,1.78,23.2,0.5,0.5,27.0,1.0,0.1,0.1,22.0,1.0,0.1,0.1,23.0,1.0,8.2,4.1,22.0,2.0,1
1 Bundesliga,1.FSV Mainz 05,2016,29.21,2.921,22.1,2.5,2.5,27.0,1,0.56,0.28,21.0,2,12.15,4.05,20.333,3,14.0,3.5,22.75,4,25.7,5.14,25.2,6.2,6.2,23.0,1,0.0,0.0,0.0,0,16.75,5.583,26.0,3,2.75,2.75,25.0,1,16.55,3.31,24.0,0.0,0.0,0.0,0.0,5.0,5.0,21.0,1.0,3.0,3.0,26.0,1.0,8.55,2.85,24.333,3.0,24.85,4.142,25.667,0.0,0.0,0.0,0.0,1.0,1.0,29.0,1.0,1.5,1.5,28.0,1.0,22.35,5.588,24.25,4.0,2
1 Bundesliga,FC Ingolstadt 04,2016,7.95,1.988,23.5,0.95,0.95,26.0,1,5.5,2.75,22.5,2,0.0,0.0,0.0,0,1.5,1.5,23.0,1,4.55,0.91,25.0,0.5,0.5,32.0,1,3.8,1.267,23.0,3,0.0,0.0,0.0,0,0.25,0.25,24.0,1,7.95,1.988,23.5,0.95,0.95,26.0,1.0,5.5,2.75,22.5,2.0,0.0,0.0,0.0,0.0,1.5,1.5,23.0,1.0,4.55,0.91,25.0,0.5,0.5,32.0,1.0,3.8,1.267,23.0,3.0,0.0,0.0,0.0,0.0,0.25,0.25,24.0,1.0,2
1 Bundesliga,SV Darmstadt 98,2016,4.1,0.586,23.857,0.35,0.35,28.0,1,1.6,0.4,22.5,4,0.0,0.0,0.0,0,2.15,1.075,24.5,2,5.2,1.3,26.75,0.8,0.8,24.0,1,1.6,0.8,27.5,2,0.0,0.0,0.0,0,2.8,2.8,28.0,1,4.1,0.586,23.857,0.35,0.35,28.0,1.0,1.6,0.4,22.5,4.0,0.0,0.0,0.0,0.0,2.15,1.075,24.5,2.0,5.2,1.3,26.75,0.8,0.8,24.0,1.0,1.6,0.8,27.5,2.0,0.0,0.0,0.0,0.0,2.8,2.8,28.0,1.0,2
1 Bundesliga,VfL Wolfsburg,2016,81.05,6.754,23.5,0.0,0.0,0.0,0,25.0,8.333,23.667,3,28.5,9.5,23.667,3,27.55,4.592,23.333,6,94.45,10.494,26.0,0.05,0.05,23.0,1,2.55,1.275,26.5,2,0.0,0.0,0.0,0,91.85,15.308,26.333,6,72.75,6.062,23.583,0.0,0.0,0.0,0.0,27.5,5.5,24.4,5.0,16.0,8.0,24.5,2.0,29.25,5.85,22.4,5.0,36.0,7.2,27.2,0.0,0.0,0.0,0.0,23.0,7.667,25.0,3.0,10.0,10.0,29.0,1.0,3.0,3.0,32.0,1.0,2
1 Bundesliga,Bayer 04 Leverkusen,2017,51.0,12.75,23.5,0.0,0.0,0.0,0,17.5,17.5,19.0,1,14.5,7.25,25.5,2,19.0,19.0,24.0,1,91.1,11.388,25.625,0.0,0.0,0.0,0,22.0,5.5,25.25,4,43.3,21.65,24.5,2,25.8,12.9,27.5,2,31.5,10.5,22.667,0.0,0.0,0.0,0.0,12.0,12.0,24.0,1.0,0.0,0.0,0.0,0.0,19.5,9.75,22.0,2.0,45.0,22.5,23.5,25.0,25.0,26.0,1.0,20.0,20.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 Bundesliga,Bayern Munich,2017,116.5,19.417,23.5,0.0,0.0,0.0,0,20.0,20.0,21.0,1,54.5,27.25,24.0,2,42.0,14.0,24.0,3,32.25,6.45,23.6,0.0,0.0,0.0,0,16.7,16.7,30.0,1,8.55,4.275,20.0,2,7.0,3.5,24.0,2,10.0,10.0,18.0,0.0,0.0,0.0,0.0,10.0,10.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,16.8,28.4,0.0,0.0,0.0,0.0,5.0,5.0,25.0,1.0,34.0,17.0,29.5,2.0,45.0,22.5,29.0,2.0,0
1 Bundesliga,Borussia Dortmund,2017,122.59,13.621,22.333,0.0,0.0,0.0,0,43.5,10.875,22.25,4,12.0,12.0,21.0,1,67.09,16.772,22.75,4,275.95,27.595,23.8,0.0,0.0,0.0,0,31.5,10.5,23.667,3,15.5,7.75,24.5,2,228.95,45.79,23.6,5,90.5,15.083,23.833,0.0,0.0,0.0,0.0,43.5,21.75,20.5,2.0,40.0,20.0,27.5,2.0,7.0,3.5,23.5,2.0,114.2,12.689,25.222,0.0,0.0,0.0,0.0,16.5,8.25,25.0,2.0,13.3,3.325,25.5,4.0,84.4,28.133,25.0,3.0,0
1 Bundesliga,FC Schalke 04,2017,49.3,7.043,23.143,0.0,0.0,0.0,0,8.0,4.0,25.5,2,27.0,13.5,21.0,2,14.3,4.767,23.0,3,7.1,1.42,24.2,0.75,0.75,27.0,1,3.5,3.5,29.0,1,2.0,2.0,24.0,1,0.85,0.425,20.5,2,62.2,8.886,23.429,0.0,0.0,0.0,0.0,13.0,6.5,23.5,2.0,37.0,12.333,24.667,3.0,12.2,6.1,21.5,2.0,46.15,7.692,27.167,0.0,0.0,0.0,0.0,45.5,11.375,29.5,4.0,0.5,0.5,25.0,1.0,0.15,0.15,20.0,1.0,0
1 Bundesliga,RB Leipzig,2017,63.5,10.583,21.833,5.0,5.0,23.0,1,0.0,0.0,0.0,0,27.0,13.5,23.0,2,31.5,10.5,20.667,3,24.54,6.135,24.25,0.0,0.0,0.0,0,1.34,0.67,27.5,2,0.0,0.0,0.0,0,23.2,11.6,21.0,2,65.63,10.938,19.333,0.0,0.0,0.0,0.0,28.0,14.0,20.0,2.0,22.63,7.543,19.0,3.0,15.0,15.0,19.0,1.0,72.75,9.094,22.25,0.9,0.9,20.0,1.0,11.0,3.667,24.0,3.0,60.35,20.117,22.0,3.0,0.5,0.5,20.0,1.0,0
1 Bundesliga,TSG 1899 Hoffenheim,2017,14.7,3.675,23.0,0.0,0.0,0.0,0,13.7,4.567,23.333,3,0.0,0.0,0.0,0,1.0,1.0,22.0,1,45.75,5.719,23.75,0.0,0.0,0.0,0,30.0,10.0,23.0,3,2.55,1.275,23.0,2,13.2,4.4,25.0,3,32.0,4.571,22.857,0.0,0.0,0.0,0.0,14.5,4.833,22.333,3.0,6.0,6.0,24.0,1.0,11.5,3.833,23.0,3.0,6.12,0.471,23.462,0.85,0.425,22.0,2.0,1.27,0.423,23.667,3.0,1.3,0.433,23.333,3.0,2.7,0.54,24.0,5.0,0
1 Bundesliga,1.FSV Mainz 05,2017,16.55,3.31,24.0,0.0,0.0,0.0,0,5.0,5.0,21.0,1,3.0,3.0,26.0,1,8.55,2.85,24.333,3,24.85,4.142,25.667,0.0,0.0,0.0,0,1.0,1.0,29.0,1,1.5,1.5,28.0,1,22.35,5.588,24.25,4,30.0,5.0,21.5,0.0,0.0,0.0,0.0,9.0,4.5,21.5,2.0,11.0,5.5,23.0,2.0,10.0,5.0,20.0,2.0,56.1,8.014,25.0,2.5,2.5,29.0,1.0,28.0,28.0,22.0,1.0,11.3,5.65,22.0,2.0,14.3,4.767,26.667,3.0,1
1 Bundesliga,Borussia Mönchengladbach,2017,37.25,7.45,22.8,0.0,0.0,0.0,0,17.0,17.0,23.0,1,12.25,6.125,18.5,2,8.0,4.0,27.0,2,31.08,4.44,23.0,0.0,0.0,0.0,0,11.0,3.667,24.667,3,14.08,4.693,20.333,3,6.0,6.0,26.0,1,32.55,8.137,22.25,0.0,0.0,0.0,0.0,7.3,3.65,22.5,2.0,2.25,2.25,19.0,1.0,23.0,23.0,25.0,1.0,32.95,8.237,25.5,0.0,0.0,0.0,0.0,25.0,25.0,25.0,1.0,0.65,0.65,21.0,1.0,7.3,3.65,28.0,2.0,1
1 Bundesliga,Eintracht Frankfurt,2017,24.2,2.42,23.4,0.0,0.0,0.0,0,8.65,2.162,23.5,4,3.35,0.838,24.5,4,12.2,6.1,21.0,2,4.915,2.458,26.0,0.0,0.0,0.0,0,4.915,2.458,26.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,28.95,2.412,22.917,2.8,2.8,25.0,1.0,13.85,2.77,21.8,5.0,4.3,1.433,23.667,3.0,8.0,2.667,23.333,3.0,18.9,3.15,25.167,0.0,0.0,0.0,0.0,8.8,8.8,25.0,1.0,5.0,1.667,25.333,3.0,5.1,2.55,25.0,2.0,1
1 Bundesliga,FC Augsburg,2017,7.55,1.888,22.0,0.75,0.75,27.0,1,0.3,0.3,19.0,1,0.0,0.0,0.0,0,6.5,3.25,21.0,2,7.9,1.129,25.0,0.0,0.0,0.0,0,2.4,0.8,26.333,3,2.5,1.25,23.0,2,3.0,1.5,25.0,2,6.65,1.662,22.0,0.15,0.15,21.0,1.0,0.5,0.5,20.0,1.0,3.0,3.0,20.0,1.0,3.0,3.0,27.0,1.0,2.85,0.57,26.4,0.0,0.0,0.0,0.0,0.8,0.8,26.0,1.0,1.95,0.65,27.0,3.0,0.1,0.1,25.0,1.0,1
1 Bundesliga,Hannover 96,2017,19.0,3.8,25.6,2.0,2.0,29.0,1,3.5,1.75,24.0,2,0.0,0.0,0.0,0,13.5,6.75,25.5,2,0.25,0.25,24.0,0.0,0.0,0.0,0,0.25,0.25,24.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,18.52,2.058,24.556,0.0,0.0,0.0,0.0,4.22,1.407,24.0,3.0,12.1,3.025,25.25,4.0,2.2,1.1,24.0,2.0,13.54,1.934,27.857,0.09,0.09,33.0,1.0,7.5,3.75,27.0,2.0,0.0,0.0,0.0,0.0,5.95,1.488,27.0,4.0,1
1 Bundesliga,Hertha BSC,2017,14.0,3.5,22.75,0.0,0.0,0.0,0,3.0,1.5,21.5,2,0.0,0.0,0.0,0,11.0,5.5,24.0,2,18.0,9.0,27.0,0.0,0.0,0.0,0,18.0,9.0,27.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.0,3.2,22.2,0.0,0.0,0.0,0.0,13.0,4.333,22.333,3.0,1.0,1.0,22.0,1.0,2.0,2.0,22.0,1.0,16.9,5.633,26.333,0.0,0.0,0.0,0.0,12.0,12.0,24.0,1.0,4.5,4.5,27.0,1.0,0.4,0.4,28.0,1.0,1
1 Bundesliga,SV Werder Bremen,2017,18.6,2.657,24.714,3.0,3.0,25.0,1,5.5,2.75,26.5,2,1.2,1.2,29.0,1,8.9,2.967,22.0,3,8.9,1.78,23.2,0.5,0.5,27.0,1,0.1,0.1,22.0,1,0.1,0.1,23.0,1,8.2,4.1,22.0,2,25.8,3.225,24.25,0.3,0.3,24.0,1.0,3.0,3.0,20.0,1.0,15.5,5.167,24.0,3.0,7.0,2.333,26.0,3.0,26.85,3.356,25.25,0.0,0.0,0.0,0.0,1.6,0.533,22.333,3.0,22.25,5.562,27.25,4.0,3.0,3.0,26.0,1.0,1
1 Bundesliga,VfB Stuttgart,2017,30.9,2.809,23.727,4.4,2.2,27.0,2,5.0,2.5,26.0,2,8.3,2.767,20.667,3,13.2,3.3,23.25,4,7.6,1.086,27.0,0.6,0.6,29.0,1,0.7,0.7,28.0,1,3.2,1.067,23.667,3,3.1,1.55,30.5,2,45.76,5.72,22.625,0.0,0.0,0.0,0.0,26.0,8.667,19.333,3.0,7.5,3.75,24.0,2.0,12.26,4.087,25.0,3.0,13.25,2.208,22.833,0.0,0.0,0.0,0.0,2.1,1.05,21.5,2.0,1.15,0.383,22.333,3.0,10.0,10.0,27.0,1.0,1
1 Bundesliga,1. FC Köln,2017,40.0,6.667,22.333,0.0,0.0,0.0,0,17.0,5.667,19.667,3,3.0,3.0,22.0,1,20.0,10.0,26.5,2,7.45,2.483,25.667,0.0,0.0,0.0,0,1.5,1.5,27.0,1,0.25,0.25,21.0,1,5.7,5.7,29.0,1,40.0,6.667,22.333,0.0,0.0,0.0,0.0,17.0,5.667,19.667,3.0,3.0,3.0,22.0,1.0,20.0,10.0,26.5,2.0,7.45,2.483,25.667,0.0,0.0,0.0,0.0,1.5,1.5,27.0,1.0,0.25,0.25,21.0,1.0,5.7,5.7,29.0,1.0,2
1 Bundesliga,Hamburger SV,2017,19.0,4.75,22.75,3.5,3.5,22.0,1,9.5,4.75,21.5,2,0.0,0.0,0.0,0,6.0,6.0,26.0,1,5.55,2.775,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.05,0.05,19.0,1,5.5,5.5,23.0,1,19.0,4.75,22.75,3.5,3.5,22.0,1.0,9.5,4.75,21.5,2.0,0.0,0.0,0.0,0.0,6.0,6.0,26.0,1.0,5.55,2.775,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,19.0,1.0,5.5,5.5,23.0,1.0,2
1 Bundesliga,SC Freiburg,2017,19.65,1.965,22.4,0.0,0.0,0.0,0,8.0,2.667,20.667,3,3.35,1.117,22.0,3,8.3,2.075,24.0,4,27.8,5.56,23.4,0.0,0.0,0.0,0,0.9,0.9,23.0,1,0.5,0.5,23.0,1,26.4,8.8,23.667,3,18.4,2.629,24.0,2.0,2.0,25.0,1.0,5.0,2.5,22.5,2.0,1.3,1.3,30.0,1.0,10.1,3.367,22.667,3.0,22.675,2.834,24.375,0.15,0.15,30.0,1.0,21.175,10.588,22.0,2.0,1.35,0.27,24.2,5.0,0.0,0.0,0.0,0.0,2
1 Bundesliga,VfL Wolfsburg,2017,72.75,6.062,23.583,0.0,0.0,0.0,0,27.5,5.5,24.4,5,16.0,8.0,24.5,2,29.25,5.85,22.4,5,36.0,7.2,27.2,0.0,0.0,0.0,0,23.0,7.667,25.0,3,10.0,10.0,29.0,1,3.0,3.0,32.0,1,36.0,6.0,26.167,0.5,0.5,30.0,1.0,12.0,6.0,25.0,2.0,0.0,0.0,0.0,0.0,23.5,7.833,25.667,3.0,0.8,0.267,21.0,0.0,0.0,0.0,0.0,0.2,0.2,20.0,1.0,0.1,0.1,23.0,1.0,0.5,0.5,20.0,1.0,2
1 Bundesliga,Bayer 04 Leverkusen,2018,31.5,10.5,22.667,0.0,0.0,0.0,0,12.0,12.0,24.0,1,0.0,0.0,0.0,0,19.5,9.75,22.0,2,45.0,22.5,23.5,25.0,25.0,26.0,1,20.0,20.0,21.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,98.2,16.367,21.667,0.0,0.0,0.0,0.0,25.2,12.6,21.5,2.0,58.0,19.333,22.667,3.0,15.0,15.0,19.0,1.0,33.5,16.75,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,16.75,24.0,2.0,0.0,0.0,0.0,0.0,0
1 Bundesliga,Bayern Munich,2018,10.0,10.0,18.0,0.0,0.0,0.0,0,10.0,10.0,18.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,84.0,16.8,28.4,0.0,0.0,0.0,0,5.0,5.0,25.0,1,34.0,17.0,29.5,2,45.0,22.5,29.0,2,139.5,23.25,23.667,0.0,0.0,0.0,0.0,115.0,57.5,23.0,2.0,13.0,6.5,25.0,2.0,11.5,5.75,23.0,2.0,54.0,18.0,24.333,0.0,0.0,0.0,0.0,34.0,17.0,25.5,2.0,20.0,20.0,22.0,1.0,0.0,0.0,0.0,0.0,0
1 Bundesliga,Borussia Dortmund,2018,90.5,15.083,23.833,0.0,0.0,0.0,0,43.5,21.75,20.5,2,40.0,20.0,27.5,2,7.0,3.5,23.5,2,114.2,12.689,25.222,0.0,0.0,0.0,0,16.5,8.25,25.0,2,13.3,3.325,25.5,4,84.4,28.133,25.0,3,148.5,21.214,25.0,0.0,0.0,0.0,0.0,56.0,28.0,28.0,2.0,26.0,13.0,24.5,2.0,66.5,22.167,23.333,3.0,132.25,11.021,25.167,0.0,0.0,0.0,0.0,35.25,11.75,25.667,3.0,27.0,9.0,27.333,3.0,70.0,11.667,23.833,6.0,0
1 Bundesliga,Borussia Mönchengladbach,2018,32.55,8.137,22.25,0.0,0.0,0.0,0,7.3,3.65,22.5,2,2.25,2.25,19.0,1,23.0,23.0,25.0,1,32.95,8.237,25.5,0.0,0.0,0.0,0,25.0,25.0,25.0,1,0.65,0.65,21.0,1,7.3,3.65,28.0,2,40.5,10.125,23.25,0.0,0.0,0.0,0.0,20.5,10.25,25.0,2.0,0.0,0.0,0.0,0.0,20.0,10.0,21.5,2.0,34.1,11.367,24.667,0.0,0.0,0.0,0.0,0.6,0.6,28.0,1.0,8.0,8.0,20.0,1.0,25.5,25.5,26.0,1.0,0
1 Bundesliga,RB Leipzig,2018,65.63,10.938,19.333,0.0,0.0,0.0,0,28.0,14.0,20.0,2,22.63,7.543,19.0,3,15.0,15.0,19.0,1,72.75,9.094,22.25,0.9,0.9,20.0,1,11.0,3.667,24.0,3,60.35,20.117,22.0,3,0.5,0.5,20.0,1,86.5,9.611,22.0,0.35,0.35,33.0,1.0,10.65,3.55,19.667,3.0,41.0,20.5,20.5,2.0,34.5,11.5,21.667,3.0,45.25,7.542,24.167,0.0,0.0,0.0,0.0,0.5,0.5,21.0,1.0,10.75,5.375,29.0,2.0,34.0,11.333,22.0,3.0,0
1 Bundesliga,VfL Wolfsburg,2018,36.0,6.0,26.167,0.5,0.5,30.0,1,12.0,6.0,25.0,2,0.0,0.0,0.0,0,23.5,7.833,25.667,3,0.8,0.267,21.0,0.0,0.0,0.0,0,0.2,0.2,20.0,1,0.1,0.1,23.0,1,0.5,0.5,20.0,1,34.8,6.96,23.2,0.0,0.0,0.0,0.0,19.3,6.433,23.333,3.0,12.0,12.0,21.0,1.0,3.5,3.5,25.0,1.0,14.3,2.383,21.333,0.0,0.0,0.0,0.0,5.5,1.833,21.0,3.0,0.3,0.3,24.0,1.0,8.5,4.25,20.5,2.0,0
1 Bundesliga,1.FSV Mainz 05,2018,30.0,5.0,21.5,0.0,0.0,0.0,0,9.0,4.5,21.5,2,11.0,5.5,23.0,2,10.0,5.0,20.0,2,56.1,8.014,25.0,2.5,2.5,29.0,1,28.0,28.0,22.0,1,11.3,5.65,22.0,2,14.3,4.767,26.667,3,28.7,4.783,21.333,0.0,0.0,0.0,0.0,20.7,5.175,21.0,4.0,7.5,7.5,23.0,1.0,0.5,0.5,21.0,1.0,27.0,13.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,23.0,1.0,2.0,2.0,28.0,1.0,1
1 Bundesliga,Eintracht Frankfurt,2018,28.95,2.412,22.917,2.8,2.8,25.0,1,13.85,2.77,21.8,5,4.3,1.433,23.667,3,8.0,2.667,23.333,3,18.9,3.15,25.167,0.0,0.0,0.0,0,8.8,8.8,25.0,1,5.0,1.667,25.333,3,5.1,2.55,25.0,2,78.34,7.834,25.6,7.0,7.0,29.0,1.0,9.0,9.0,26.0,1.0,29.0,5.8,26.2,5.0,33.34,11.113,23.333,3.0,114.8,19.133,24.333,0.0,0.0,0.0,0.0,1.45,0.725,25.0,2.0,0.1,0.1,22.0,1.0,113.25,37.75,24.667,3.0,1
1 Bundesliga,FC Schalke 04,2018,62.2,8.886,23.429,0.0,0.0,0.0,0,13.0,6.5,23.5,2,37.0,12.333,24.667,3,12.2,6.1,21.5,2,46.15,7.692,27.167,0.0,0.0,0.0,0,45.5,11.375,29.5,4,0.5,0.5,25.0,1,0.15,0.15,20.0,1,29.5,5.9,21.8,0.0,0.0,0.0,0.0,16.5,8.25,19.5,2.0,0.0,0.0,0.0,0.0,13.0,4.333,23.333,3.0,19.45,1.945,24.8,3.0,3.0,30.0,1.0,0.5,0.5,21.0,1.0,1.85,0.925,27.0,2.0,14.1,2.35,23.833,6.0,1
1 Bundesliga,Fortuna Düsseldorf,2018,7.5,1.071,21.571,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.7,0.85,22.0,2,5.8,1.16,21.4,5,0.6,0.3,22.0,0.0,0.0,0.0,0,0.1,0.1,21.0,1,0.5,0.5,23.0,1,0.0,0.0,0.0,0,11.15,1.858,23.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.45,25.0,2.0,10.25,2.562,23.25,4.0,11.6,3.867,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,3.867,25.0,3.0,1
1 Bundesliga,Hertha BSC,2018,16.0,3.2,22.2,0.0,0.0,0.0,0,13.0,4.333,22.333,3,1.0,1.0,22.0,1,2.0,2.0,22.0,1,16.9,5.633,26.333,0.0,0.0,0.0,0,12.0,12.0,24.0,1,4.5,4.5,27.0,1,0.4,0.4,28.0,1,110.7,12.3,21.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,11.0,22.25,4.0,66.7,13.34,21.4,5.0,23.445,7.815,24.0,0.045,0.045,24.0,1.0,22.4,22.4,23.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,1.0,1
1 Bundesliga,SC Freiburg,2018,18.4,2.629,24.0,2.0,2.0,25.0,1,5.0,2.5,22.5,2,1.3,1.3,30.0,1,10.1,3.367,22.667,3,22.675,2.834,24.375,0.15,0.15,30.0,1,21.175,10.588,22.0,2,1.35,0.27,24.2,5,0.0,0.0,0.0,0,17.5,3.5,23.8,0.0,0.0,0.0,0.0,6.5,3.25,24.5,2.0,0.0,0.0,0.0,0.0,11.0,3.667,23.333,3.0,8.1,1.157,26.286,0.0,0.0,0.0,0.0,0.5,0.5,23.0,1.0,1.65,0.55,27.333,3.0,5.95,1.983,26.333,3.0,1
1 Bundesliga,SV Werder Bremen,2018,25.8,3.225,24.25,0.3,0.3,24.0,1,3.0,3.0,20.0,1,15.5,5.167,24.0,3,7.0,2.333,26.0,3,26.85,3.356,25.25,0.0,0.0,0.0,0,1.6,0.533,22.333,3,22.25,5.562,27.25,4,3.0,3.0,26.0,1,13.95,1.993,26.143,0.0,0.0,0.0,0.0,5.85,1.462,26.75,4.0,0.6,0.6,25.0,1.0,7.5,3.75,25.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1 Bundesliga,TSG 1899 Hoffenheim,2018,32.0,4.571,22.857,0.0,0.0,0.0,0,14.5,4.833,22.333,3,6.0,6.0,24.0,1,11.5,3.833,23.0,3,6.12,0.471,23.462,0.85,0.425,22.0,2,1.27,0.423,23.667,3,1.3,0.433,23.333,3,2.7,0.54,24.0,5,55.85,7.979,24.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.85,7.425,26.0,2.0,41.0,8.2,24.4,5.0,121.4,10.117,24.083,0.5,0.5,21.0,1.0,26.25,13.125,27.0,2.0,86.1,17.22,24.6,5.0,8.55,2.137,22.75,4.0,1
1 Bundesliga,1.FC Nuremberg,2018,4.85,0.808,23.167,0.5,0.5,26.0,1,0.2,0.2,23.0,1,0.65,0.325,20.5,2,3.5,1.75,24.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.85,0.808,23.167,0.5,0.5,26.0,1.0,0.2,0.2,23.0,1.0,0.65,0.325,20.5,2.0,3.5,1.75,24.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
